NumeroCredito,NumeroCuota,CuotadelMes,AtrasoPago,CapitalPagado,InteresesPagados,IVA Pagado
300558,8,0.00,5,0.00,0.00,0.00
300558,9,0.00,11,0.00,0.00,0.00
300558,10,0.00,-5,0.00,0.00,0.00
300558,11,0.00,12,0.00,0.00,0.00
300559,1,880.15,8,369.37,440.33,70.45
300559,2,625.37,11,372.34,218.13,34.90
300559,3,625.96,-1,375.32,216.07,34.57
300559,4,626.56,13,378.34,213.99,34.24
300559,5,627.18,20,381.37,211.90,33.90
300559,6,627.79,13,384.43,209.79,33.57
300559,7,628.42,-5,387.53,207.67,33.23
300559,8,629.05,7,390.63,205.53,32.88
300559,9,629.68,10,393.77,203.37,32.54
300559,10,630.32,0,396.93,201.20,32.19
300559,11,630.97,3,400.13,199.00,31.84
300560,1,987.50,0,414.41,494.04,79.05
300560,2,701.63,9,417.74,244.73,39.16
300560,3,702.30,3,421.09,242.42,38.79
300560,4,702.98,12,424.48,240.09,38.41
300560,5,703.67,-1,427.89,237.75,38.04
300560,6,704.37,10,431.33,235.38,37.66
300560,7,705.07,-5,434.79,233.00,37.28
300560,8,705.77,-3,438.29,230.59,36.90
300560,9,706.49,-2,441.80,228.18,36.51
300560,10,707.20,1,445.35,225.73,36.12
300560,11,707.92,8,448.92,223.27,35.72
300561,1,812.78,8,264.61,472.56,75.61
300561,2,539.13,-5,266.73,234.82,37.57
300561,3,539.55,0,268.88,233.34,37.33
300561,4,539.99,18,271.03,231.86,37.10
300561,5,540.43,13,273.21,230.36,36.86
300561,6,540.86,1,275.40,228.85,36.62
300561,7,541.32,-4,277.61,227.33,36.37
300561,8,541.77,-5,279.85,225.80,36.13
300561,9,542.22,4,282.09,224.25,35.88
300561,10,542.67,15,284.36,222.68,35.63
300561,11,543.13,12,286.64,221.12,35.38
300562,1,1296.63,20,711.08,504.78,80.77
300562,2,1005.01,18,716.79,248.46,39.75
300562,3,1006.17,-2,722.56,244.50,39.12
300562,4,1007.34,13,728.35,240.51,38.48
300562,5,1008.52,17,734.21,236.48,37.84
300562,6,1009.71,17,740.10,232.42,37.19
300562,7,1010.91,-4,746.05,228.33,36.53
300562,8,1012.12,-1,752.03,224.21,35.87
300562,9,1013.34,13,758.08,220.05,35.21
300562,10,1014.57,16,764.17,215.86,34.54
300562,11,1015.81,-4,770.30,211.65,33.86
300563,0,0.00,16,0.00,0.00,0.00
300564,1,1855.57,-5,823.58,889.64,142.34
300564,2,0.00,2,0.00,0.00,0.00
300565,1,3352.23,3,1487.86,1607.21,257.15
300565,2,3009.95,2,1539.64,1267.51,202.80
300566,1,987.50,17,414.41,494.04,79.05
300566,2,701.56,3,417.68,244.73,39.16
300566,3,702.30,13,421.09,242.42,38.79
300566,4,702.98,14,424.48,240.09,38.41
300566,5,703.67,8,427.89,237.75,38.04
300566,6,704.37,17,431.33,235.38,37.66
300566,7,705.07,11,434.79,233.00,37.28
300566,8,705.77,11,438.29,230.59,36.90
300566,9,706.49,13,441.80,228.18,36.51
300566,10,707.20,16,445.35,225.73,36.12
300566,11,707.92,7,448.92,223.27,35.72
300567,1,2321.50,15,1450.53,750.84,120.13
300567,2,2049.47,2,1475.76,494.57,79.13
300567,3,2054.65,2,1501.44,476.90,76.30
300567,4,2059.92,16,1527.57,458.92,73.43
300567,5,0.00,20,0.00,0.00,0.00
300568,1,1481.12,12,590.36,767.90,122.86
300568,2,0.00,18,0.00,0.00,0.00
300568,3,0.00,6,0.00,0.00,0.00
300568,4,0.00,14,0.00,0.00,0.00
300568,5,0.00,17,0.00,0.00,0.00
300569,1,3352.23,15,1487.86,1607.21,257.15
300569,2,0.00,10,0.00,0.00,0.00
300570,1,689.63,3,378.20,268.47,42.96
300570,2,534.53,14,381.24,132.15,21.14
300570,3,535.15,6,384.30,130.04,20.81
300570,4,535.77,16,387.38,127.92,20.47
300570,5,536.40,-3,390.50,125.78,20.12
300570,6,537.04,9,393.64,123.62,19.78
300570,7,537.68,6,396.80,121.45,19.43
300570,8,538.31,15,399.98,119.25,19.08
300570,9,0.00,17,0.00,0.00,0.00
300570,10,0.00,-3,0.00,0.00,0.00
300570,11,0.00,18,0.00,0.00,0.00
300571,1,1008.98,8,423.43,504.78,80.77
300571,2,716.88,18,426.83,250.05,40.01
300571,3,717.57,5,430.25,247.69,39.63
300571,4,718.27,-1,433.71,245.32,39.25
300571,5,718.97,6,437.19,242.92,38.87
300571,6,719.68,12,440.70,240.50,38.48
300571,7,720.40,14,444.24,238.07,38.09
300571,8,721.13,14,447.81,235.61,37.70
300571,9,721.85,8,451.41,233.14,37.30
300571,10,722.57,-3,455.03,230.64,36.90
300571,11,723.31,-2,458.68,228.12,36.50
300572,1,1194.58,17,608.85,504.93,80.79
300572,2,1029.36,19,619.44,353.38,56.54
300572,3,1031.53,5,630.22,345.96,55.35
300572,4,1033.75,14,641.19,338.41,54.15
300572,5,1036.01,-5,652.35,330.74,52.92
300573,1,1448.21,7,577.24,750.84,120.13
300573,2,1173.11,-4,587.29,505.02,80.80
300573,3,1175.18,9,597.51,498.00,79.68
300573,4,1177.26,18,607.89,490.84,78.53
300573,5,1179.40,2,618.47,483.56,77.37
300575,1,0.00,-4,0.00,0.00,0.00
300575,2,0.00,1,0.00,0.00,0.00
300576,0,0.00,-4,0.00,0.00,0.00
300577,1,2753.56,9,1222.14,1320.18,211.23
300577,2,2472.42,3,1264.68,1041.15,166.58
300578,1,2753.56,16,1222.14,1320.18,211.23
300578,2,2472.42,20,1264.68,1041.15,166.58
300579,1,1741.06,20,1087.86,563.11,90.10
300579,2,1537.04,-3,1106.78,370.92,59.35
300579,3,0.00,-1,0.00,0.00,0.00
300579,4,0.00,9,0.00,0.00,0.00
300579,5,0.00,-2,0.00,0.00,0.00
300580,1,1008.98,-1,423.43,504.78,80.77
300580,2,716.88,20,426.83,250.05,40.01
300580,3,717.57,-5,430.25,247.69,39.63
300580,4,718.27,17,433.71,245.32,39.25
300580,5,718.97,8,437.19,242.92,38.87
300580,6,719.68,0,440.70,240.50,38.48
300580,7,720.40,4,444.24,238.07,38.09
300580,8,721.13,12,447.81,235.61,37.70
300580,9,721.85,14,451.41,233.14,37.30
300580,10,722.57,3,455.03,230.64,36.90
300581,1,1855.57,14,823.58,889.64,142.34
300581,2,1666.11,18,852.24,701.61,112.26
300582,1,3232.49,-1,1434.71,1549.81,247.97
300582,2,2902.45,16,1484.64,1222.24,195.56
300583,1,2933.15,1,1301.85,1406.29,225.01
300583,2,2633.68,10,1347.16,1109.06,177.45
300584,1,5595.27,7,3730.91,1607.21,257.15
300584,2,5268.75,-4,3860.74,1213.80,194.21
300585,1,517.19,4,168.38,300.70,48.11
300585,2,343.05,-1,169.73,149.42,23.91
300585,3,343.33,8,171.09,148.48,23.76
300585,4,343.61,20,172.47,147.54,23.61
300585,5,343.89,17,173.85,146.58,23.45
300585,6,344.17,10,175.25,145.62,23.30
300585,7,344.46,13,176.66,144.66,23.14
300585,8,344.74,-2,178.08,143.67,22.99
300585,9,345.03,20,179.51,142.69,22.83
300585,10,345.32,9,180.95,141.70,22.67
300586,1,0.00,11,0.00,0.00,0.00
300586,2,0.00,20,0.00,0.00,0.00
300587,1,948.13,11,519.96,369.11,59.06
300587,2,734.24,-3,523.49,181.68,29.07
300587,3,735.75,7,528.35,178.79,28.61
300587,4,736.60,7,532.60,175.86,28.14
300587,5,737.46,0,536.87,172.92,27.67
300587,6,738.33,-5,541.19,169.95,27.19
300587,7,739.21,8,545.53,166.96,26.71
300587,8,740.09,1,549.91,163.95,26.23
300587,9,740.98,3,554.32,160.91,25.75
300587,10,741.88,18,558.78,157.84,25.25
300588,1,2813.43,10,1248.72,1348.89,215.82
300588,2,2526.16,14,1292.17,1063.79,170.21
300589,1,1855.57,6,823.58,889.64,142.34
300589,2,1666.11,0,852.24,701.61,112.26
300590,1,0.00,5,0.00,0.00,0.00
300590,2,0.00,8,0.00,0.00,0.00
300591,1,4196.25,13,2798.02,1205.37,192.86
300591,2,0.00,9,0.00,0.00,0.00
300592,1,1855.57,-4,823.58,889.64,142.34
300592,2,1666.11,12,852.24,701.61,112.26
300593,1,800.28,11,327.95,407.19,65.15
300593,2,666.48,19,333.65,286.92,45.91
300593,3,667.63,8,339.44,282.93,45.27
300593,4,668.85,-3,345.37,278.86,44.62
300593,5,670.05,11,351.37,274.72,43.96
300594,1,1504.67,19,616.60,765.59,122.49
300594,2,1253.10,-3,627.33,539.46,86.31
300594,3,1255.31,16,638.24,531.95,85.11
300594,4,1257.55,12,649.35,524.31,83.89
300594,5,1259.83,11,660.65,516.53,82.65
300595,1,855.18,9,468.99,332.92,53.27
300595,2,662.85,3,472.76,163.87,26.22
300595,3,663.61,7,476.55,161.26,25.80
300595,4,664.37,7,480.38,158.62,25.38
300595,5,665.17,1,484.24,155.97,24.96
300595,6,665.95,3,488.13,153.30,24.53
300595,7,666.74,18,492.05,150.59,24.09
300595,8,667.54,11,496.00,147.87,23.66
300595,9,668.34,-2,499.98,145.14,23.22
300595,10,669.15,3,504.00,142.37,22.78
300596,0,0.00,5,0.00,0.00,0.00
300597,1,1302.74,15,828.10,409.17,65.47
300597,2,1170.03,1,842.51,282.35,45.18
300597,3,1172.99,17,857.17,272.26,43.56
300597,4,1176.00,8,872.08,262.00,41.92
300597,5,1179.07,16,887.26,251.56,40.25
300598,1,1008.98,13,423.43,504.78,80.77
300598,2,716.88,6,426.83,250.05,40.01
300598,3,717.57,0,430.25,247.69,39.63
300598,4,718.27,13,433.71,245.32,39.25
300598,5,718.97,-4,437.19,242.92,38.87
300598,6,719.68,-3,440.70,240.50,38.48
300598,7,720.40,14,444.24,238.07,38.09
300598,8,721.13,10,447.81,235.61,37.70
300598,9,721.85,0,451.41,233.14,37.30
300598,10,0.00,-1,0.00,0.00,0.00
300599,0,0.00,9,0.00,0.00,0.00
300600,1,751.34,15,315.30,375.89,60.14
300600,2,533.83,-4,317.84,186.20,29.79
300600,3,534.35,14,320.40,184.44,29.51
300600,4,534.87,15,322.96,182.68,29.23
300600,5,535.39,20,325.56,180.89,28.94
300600,6,535.92,7,328.17,179.09,28.65
300600,7,536.44,8,330.81,177.27,28.36
300600,8,536.98,7,333.46,175.44,28.07
300600,9,537.53,2,336.15,173.61,27.78
300600,10,538.06,13,338.84,171.74,27.48
300601,1,0.00,-5,0.00,0.00,0.00
300601,2,0.00,7,0.00,0.00,0.00
300602,1,2813.43,17,1248.72,1348.89,215.82
300602,2,0.00,5,0.00,0.00,0.00
300603,1,0.00,13,0.00,0.00,0.00
300603,2,0.00,6,0.00,0.00,0.00
300604,1,2454.22,15,1089.29,1176.67,188.27
300604,2,0.00,7,0.00,0.00,0.00
300605,1,812.78,17,264.61,472.56,75.61
300605,2,539.13,8,266.73,234.82,37.57
300605,3,539.55,8,268.88,233.34,37.33
300605,4,539.99,-3,271.03,231.86,37.10
300605,5,540.43,13,273.21,230.36,36.86
300605,6,540.86,-2,275.40,228.85,36.62
300605,7,541.32,5,277.61,227.33,36.37
300605,8,541.77,5,279.85,225.80,36.13
300605,9,542.22,-5,282.09,224.25,35.88
300605,10,542.67,12,284.36,222.68,35.63
300606,1,1415.29,-3,564.12,733.77,117.40
300606,2,1146.45,17,573.94,493.55,78.97
300606,3,0.00,10,0.00,0.00,0.00
300606,4,0.00,4,0.00,0.00,0.00
300607,1,2263.68,8,1231.69,889.64,142.34
300607,2,0.00,12,0.00,0.00,0.00
300608,1,665.46,7,279.27,332.92,53.27
300608,2,472.81,18,281.51,164.91,26.39
300608,3,473.27,20,283.77,163.36,26.14
300608,4,473.73,10,286.05,161.79,25.89
300608,5,474.20,17,288.35,160.21,25.63
300608,6,474.66,13,290.66,158.62,25.38
300608,7,475.13,2,292.99,157.01,25.12
300608,8,475.60,2,295.35,155.39,24.86
300608,9,476.08,12,297.72,153.76,24.60
300608,10,476.57,17,300.11,152.12,24.34
300609,1,0.00,20,0.00,0.00,0.00
300609,2,0.00,5,0.00,0.00,0.00
300610,1,0.00,-5,0.00,0.00,0.00
300610,2,0.00,9,0.00,0.00,0.00
300611,1,1792.84,6,734.69,912.20,145.95
300611,2,1493.09,11,747.47,642.78,102.84
300611,3,1495.71,7,760.48,633.82,101.41
300611,4,1498.38,2,773.70,624.72,99.96
300612,1,1296.63,7,711.08,504.78,80.77
300612,2,1005.01,12,716.79,248.46,39.75
300612,3,1006.17,-5,722.56,244.50,39.12
300612,4,1007.34,17,728.35,240.51,38.48
300612,5,1008.52,5,734.21,236.48,37.84
300612,6,1009.71,16,740.10,232.42,37.19
300612,7,1010.91,14,746.05,228.33,36.53
300612,8,1012.12,10,752.03,224.21,35.87
300612,9,1013.34,14,758.08,220.05,35.21
300612,10,1013.95,1,763.55,215.86,34.54
300613,1,1846.59,10,1153.79,597.24,95.56
300613,2,1630.20,12,1173.87,393.39,62.94
300613,3,1634.33,-4,1194.30,379.34,60.69
300613,4,1638.52,-2,1215.07,365.04,58.41
300614,1,992.40,9,406.67,504.93,80.79
300614,2,826.46,-2,413.74,355.79,56.93
300614,3,827.93,8,420.95,350.84,56.14
300614,4,0.00,-1,0.00,0.00,0.00
300615,1,461.76,-4,150.33,268.47,42.96
300615,2,306.29,-4,151.54,133.41,21.35
300615,3,306.54,1,152.75,132.57,21.21
300615,4,306.78,-4,153.98,131.73,21.08
300615,5,307.03,5,155.22,130.87,20.94
300615,6,307.28,4,156.46,130.01,20.80
300615,7,0.00,5,0.00,0.00,0.00
300615,8,0.00,13,0.00,0.00,0.00
300615,9,0.00,18,0.00,0.00,0.00
300615,10,0.00,15,0.00,0.00,0.00
300616,1,1504.67,-2,616.60,765.59,122.49
300616,2,1253.10,17,627.33,539.46,86.31
300616,3,1255.31,15,638.24,531.95,85.11
300616,4,1257.55,-4,649.35,524.31,83.89
300617,1,868.20,19,282.65,504.78,80.77
300617,2,575.88,9,284.92,250.83,40.13
300617,3,576.35,11,287.21,249.26,39.88
300617,4,576.81,-1,289.51,247.67,39.63
300617,5,577.28,3,291.84,246.06,39.37
300617,6,577.74,4,294.18,244.45,39.11
300617,7,578.23,0,296.55,242.83,38.85
300617,8,578.70,7,298.93,241.19,38.59
300617,9,579.19,0,301.33,239.54,38.33
300617,10,579.68,14,303.75,237.87,38.06
300618,1,2633.83,18,1169.01,1262.78,202.04
300619,1,1034.46,4,336.78,601.45,96.23
300619,2,686.16,8,339.49,298.86,47.82
300619,3,686.72,18,342.21,296.99,47.52
300619,4,687.27,-1,344.96,295.10,47.22
300619,5,687.83,-4,347.73,293.19,46.91
300619,6,688.40,12,350.52,291.27,46.60
300619,7,688.96,0,353.34,289.33,46.29
300619,8,689.53,18,356.17,287.38,45.98
300619,9,690.11,15,359.03,285.41,45.67
300619,10,690.69,6,361.91,283.43,45.35
300620,1,910.36,4,499.25,354.40,56.70
300620,2,705.62,12,503.26,174.45,27.91
300620,3,706.44,5,507.31,171.66,27.47
300620,4,707.24,11,511.37,168.85,27.02
300620,5,708.08,-3,515.48,166.03,26.56
300620,6,708.92,16,519.63,163.18,26.11
300620,7,709.76,7,523.79,160.31,25.65
300620,8,710.61,11,528.00,157.41,25.19
300620,9,711.46,14,532.24,154.50,24.72
300620,10,712.32,-4,536.52,151.56,24.25
300621,1,0.00,6,0.00,0.00,0.00
300621,2,0.00,5,0.00,0.00,0.00
300622,1,665.32,0,279.13,332.92,53.27
300622,2,472.81,16,281.51,164.91,26.39
300622,3,473.27,15,283.77,163.36,26.14
300622,4,473.73,17,286.05,161.79,25.89
300622,5,474.20,14,288.35,160.21,25.63
300622,6,474.66,11,290.66,158.62,25.38
300622,7,475.13,-2,292.99,157.01,25.12
300622,8,475.60,13,295.35,155.39,24.86
300622,9,476.08,14,297.72,153.76,24.60
300622,10,476.57,-4,300.11,152.12,24.34
300623,1,1452.04,-3,923.01,456.06,72.97
300623,2,1304.01,17,938.96,314.70,50.35
300623,3,1307.41,1,955.40,303.46,48.55
300623,4,1310.78,-5,972.03,292.02,46.72
300624,1,812.78,-1,264.61,472.56,75.61
300624,2,539.13,11,266.73,234.82,37.57
300624,3,539.55,10,268.88,233.34,37.33
300624,4,539.99,10,271.03,231.86,37.10
300624,5,540.43,4,273.21,230.36,36.86
300624,6,540.86,10,275.40,228.85,36.62
300624,7,541.32,13,277.61,227.33,36.37
300624,8,541.77,4,279.85,225.80,36.13
300624,9,542.22,17,282.09,224.25,35.88
300625,1,609.56,9,198.45,354.40,56.70
300625,2,404.32,19,200.04,176.10,28.18
300625,3,404.64,10,201.64,175.00,28.00
300625,4,404.97,0,203.26,173.88,27.82
300625,5,405.30,-3,204.90,172.76,27.64
300625,6,405.64,1,206.55,171.63,27.46
300625,7,405.97,-4,208.20,170.49,27.28
300625,8,406.31,20,209.88,169.34,27.09
300625,9,406.65,8,211.56,168.18,26.91
300626,1,609.56,8,198.45,354.40,56.70
300626,2,404.32,1,200.04,176.10,28.18
300626,3,404.64,3,201.64,175.00,28.00
300626,4,404.97,11,203.26,173.88,27.82
300626,5,405.30,0,204.90,172.76,27.64
300626,6,405.64,11,206.55,171.63,27.46
300626,7,405.97,7,208.20,170.49,27.28
300626,8,406.31,-4,209.88,169.34,27.09
300626,9,0.00,8,0.00,0.00,0.00
300627,1,1301.34,2,648.14,563.11,90.10
300627,2,1095.79,5,659.42,376.18,60.19
300627,3,1098.10,19,670.89,368.29,58.93
300627,4,1100.46,-2,682.57,360.25,57.64
300628,1,2633.83,1,1169.01,1262.78,202.04
300628,2,2364.91,17,1209.69,995.88,159.34
300629,1,0.00,1,0.00,0.00,0.00
300629,2,0.00,-3,0.00,0.00,0.00
300630,1,2095.03,-1,929.86,1004.45,160.71
300630,2,0.00,17,0.00,0.00,0.00
300631,1,817.61,10,343.12,409.04,65.45
300631,2,580.93,2,345.87,202.63,32.42
300631,3,581.48,20,348.66,200.71,32.11
300631,4,582.04,8,351.45,198.79,31.81
300631,5,582.61,-2,354.27,196.84,31.50
300631,6,583.20,-5,357.12,194.89,31.18
300631,7,583.77,1,359.99,192.91,30.87
300631,8,584.35,0,362.88,190.92,30.55
300631,9,584.94,6,365.79,188.92,30.23
300632,1,849.71,6,276.63,494.04,79.05
300632,2,563.63,15,278.85,245.49,39.28
300632,3,564.08,3,281.10,243.95,39.03
300632,4,564.54,-5,283.35,242.40,38.78
300632,5,565.00,18,285.63,240.83,38.53
300632,6,565.46,7,287.92,239.25,38.28
300632,7,565.93,20,290.24,237.66,38.03
300632,8,566.40,-3,292.57,236.06,37.77
300632,9,566.86,6,294.92,234.44,37.51
300633,1,1735.19,19,864.22,750.84,120.13
300633,2,1460.58,8,878.74,501.59,80.25
300633,3,1464.18,-1,894.56,491.06,78.57
300633,4,1465.81,-2,908.61,480.35,76.86
300634,1,3359.18,7,1827.77,1320.18,211.23
300634,2,0.00,-5,0.00,0.00,0.00
300635,1,0.00,-4,0.00,0.00,0.00
300635,2,0.00,12,0.00,0.00,0.00
300636,1,3351.25,1,1486.89,1607.21,257.15
300636,2,0.00,-5,0.00,0.00,0.00
300637,1,1735.19,20,864.22,750.84,120.13
300637,2,1461.11,8,879.26,501.59,80.25
300637,3,1464.18,13,894.56,491.06,78.57
300637,4,1467.33,9,910.13,480.35,76.86
300638,1,849.71,7,276.63,494.04,79.05
300638,2,563.63,3,278.85,245.49,39.28
300638,3,564.08,13,281.10,243.95,39.03
300638,4,564.54,11,283.35,242.40,38.78
300638,5,565.00,0,285.63,240.83,38.53
300638,6,565.46,12,287.92,239.25,38.28
300638,7,565.93,-5,290.24,237.66,38.03
300638,8,566.40,11,292.57,236.06,37.77
300638,9,566.86,0,294.92,234.44,37.51
300639,1,0.00,16,0.00,0.00,0.00
300639,2,0.00,16,0.00,0.00,0.00
300640,1,1855.57,0,823.58,889.64,142.34
300640,2,0.00,18,0.00,0.00,0.00
300641,1,2813.43,-4,1248.72,1348.89,215.82
300641,2,0.00,7,0.00,0.00,0.00
300642,1,3451.36,16,1531.86,1654.74,264.76
300642,2,3098.95,19,1585.16,1304.99,208.80
300643,1,794.29,-1,258.59,461.81,73.89
300643,2,526.86,20,260.67,229.48,36.72
300643,3,527.28,2,262.76,228.03,36.49
300643,4,527.71,0,264.87,226.59,36.25
300643,5,528.14,11,267.00,225.12,36.02
300643,6,528.58,10,269.15,223.65,35.78
300643,7,529.01,17,271.30,222.16,35.55
300643,8,529.45,14,273.48,220.66,35.31
300643,9,529.89,0,275.68,219.14,35.06
300644,1,4089.52,1,2225.15,1607.21,257.15
300644,2,3752.42,18,2302.58,1249.86,199.98
300645,1,4596.03,1,3064.61,1320.18,211.23
300645,2,0.00,12,0.00,0.00,0.00
300646,1,601.04,-5,252.23,300.70,48.11
300646,2,427.04,17,254.26,148.95,23.83
300646,3,427.46,3,256.30,147.55,23.61
300646,4,427.87,11,258.36,146.14,23.38
300646,5,428.30,15,260.43,144.71,23.15
300646,6,428.71,3,262.52,143.26,22.92
300646,7,429.14,16,264.63,141.82,22.69
300646,8,429.57,5,266.76,140.36,22.46
300646,9,430.00,14,268.90,138.88,22.22
300647,1,5494.50,13,3730.91,1520.34,243.25
300647,2,5268.75,-5,3860.74,1213.80,194.21
300648,1,868.20,10,282.65,504.78,80.77
300648,2,575.88,13,284.92,250.83,40.13
300648,3,0.00,9,0.00,0.00,0.00
300648,4,0.00,-2,0.00,0.00,0.00
300648,5,0.00,-3,0.00,0.00,0.00
300648,6,0.00,14,0.00,0.00,0.00
300648,7,0.00,-2,0.00,0.00,0.00
300648,8,0.00,11,0.00,0.00,0.00
300648,9,0.00,2,0.00,0.00,0.00
300649,1,2954.70,-4,1846.17,955.63,152.90
300649,2,2608.47,3,1878.29,629.46,100.71
300649,3,2615.07,-5,1910.98,606.98,97.12
300649,4,2621.78,10,1944.23,584.10,93.46
300650,1,1768.94,-4,923.15,729.12,116.66
300650,2,1560.73,11,939.21,535.79,85.73
300650,3,1564.03,12,955.56,524.55,83.93
300650,4,1567.39,-3,972.19,513.10,82.10
300651,1,2554.65,10,1169.01,1194.52,191.12
300651,2,2364.91,20,1209.69,995.88,159.34
300652,1,2728.85,5,1248.72,1275.98,204.16
300652,2,0.00,10,0.00,0.00,0.00
300653,1,2378.56,20,1088.43,1112.18,177.95
300653,2,2201.90,16,1126.30,927.24,148.36
300654,1,772.41,4,423.60,300.70,48.11
300654,2,598.68,15,426.99,148.01,23.68
300654,3,599.37,20,430.42,145.64,23.30
300654,4,600.08,10,433.88,143.27,22.92
300654,5,600.78,9,437.37,140.87,22.54
300654,6,601.49,1,440.88,138.46,22.15
300654,7,602.20,1,444.42,136.01,21.76
300654,8,602.93,3,447.99,133.56,21.37
300654,9,603.65,2,451.59,131.08,20.97
300655,1,3498.26,8,2375.41,967.98,154.88
300655,2,3354.53,-1,2458.07,772.81,123.65
300656,1,0.00,12,0.00,0.00,0.00
300656,2,0.00,0,0.00,0.00,0.00
300657,1,0.00,6,0.00,0.00,0.00
300657,2,0.00,12,0.00,0.00,0.00
300657,3,0.00,14,0.00,0.00,0.00
300657,4,0.00,9,0.00,0.00,0.00
300657,5,0.00,2,0.00,0.00,0.00
300657,6,0.00,-5,0.00,0.00,0.00
300657,7,0.00,15,0.00,0.00,0.00
300657,8,0.00,14,0.00,0.00,0.00
300657,9,0.00,13,0.00,0.00,0.00
300658,1,944.56,6,396.40,472.56,75.61
300658,2,671.12,-4,399.58,234.09,37.45
300658,3,671.77,18,402.79,231.88,37.10
300658,4,672.43,5,406.03,229.66,36.75
300658,5,673.08,16,409.29,227.41,36.39
300658,6,673.74,5,412.57,225.15,36.02
300658,7,674.41,13,415.88,222.87,35.66
300658,8,675.08,5,419.22,220.57,35.29
300658,9,675.77,11,422.59,218.25,34.92
300659,1,812.78,7,264.61,472.56,75.61
300659,2,539.13,-3,266.73,234.82,37.57
300659,3,539.55,10,268.88,233.34,37.33
300659,4,539.99,9,271.03,231.86,37.10
300659,5,540.43,19,273.21,230.36,36.86
300659,6,540.86,11,275.40,228.85,36.62
300659,7,541.32,5,277.61,227.33,36.37
300659,8,541.77,-2,279.85,225.80,36.13
300659,9,542.22,4,282.09,224.25,35.88
300660,1,2479.80,19,1549.44,802.04,128.33
300660,2,0.00,5,0.00,0.00,0.00
300660,3,0.00,16,0.00,0.00,0.00
300660,4,0.00,15,0.00,0.00,0.00
300661,1,1695.60,10,864.22,716.71,114.67
300661,2,1461.11,-3,879.26,501.59,80.25
300661,3,1464.18,0,894.56,491.06,78.57
300661,4,1467.33,4,910.13,480.35,76.86
300662,1,0.00,19,0.00,0.00,0.00
300662,2,0.00,20,0.00,0.00,0.00
300663,1,0.00,0,0.00,0.00,0.00
300663,2,0.00,18,0.00,0.00,0.00
300663,3,0.00,17,0.00,0.00,0.00
300663,4,0.00,9,0.00,0.00,0.00
300663,5,0.00,-4,0.00,0.00,0.00
300663,6,0.00,7,0.00,0.00,0.00
300663,7,0.00,19,0.00,0.00,0.00
300663,8,0.00,3,0.00,0.00,0.00
300663,9,0.00,7,0.00,0.00,0.00
300664,1,2555.81,19,1390.65,1004.45,160.71
300664,2,2345.13,3,1439.04,781.12,124.98
300665,1,1219.21,11,396.92,708.87,113.42
300665,2,808.71,-2,400.12,352.24,56.36
300665,3,809.35,20,403.32,350.02,56.00
300665,4,810.00,13,406.56,347.79,55.65
300665,5,810.67,9,409.84,345.55,55.29
300665,6,811.33,3,413.12,343.28,54.93
300665,7,812.00,8,416.44,341.00,54.56
300665,8,812.68,5,419.79,338.70,54.19
300665,9,813.35,9,423.15,336.38,53.82
300666,1,3950.88,1,1753.57,1894.24,303.08
300666,2,3547.49,13,1814.60,1493.87,239.02
300667,0,0.00,20,0.00,0.00,0.00
300668,0,0.00,0,0.00,0.00,0.00
300669,1,2693.69,3,1195.57,1291.48,206.64
300669,2,2418.66,4,1237.18,1018.52,162.96
300670,1,2813.43,4,1248.72,1348.89,215.82
300670,2,2526.16,-3,1292.17,1063.79,170.21
300671,0,0.00,20,0.00,0.00,0.00
300672,1,0.00,6,0.00,0.00,0.00
300672,2,0.00,11,0.00,0.00,0.00
300673,1,2385.65,1,1516.47,749.29,119.89
300673,2,2142.63,10,1542.85,517.05,82.73
300673,3,2148.05,17,1569.71,498.58,79.77
300673,4,0.00,-1,0.00,0.00,0.00
300675,1,2523.40,14,1119.99,1209.83,193.57
300675,2,2265.75,12,1158.97,954.13,152.66
300677,1,3097.16,13,2065.17,889.64,142.34
300677,2,2916.41,18,2137.04,671.87,107.50
300678,0,0.00,-4,0.00,0.00,0.00
300679,1,855.18,-4,468.99,332.92,53.27
300679,2,662.85,18,472.76,163.87,26.22
300679,3,663.61,14,476.55,161.26,25.80
300679,4,664.37,-2,480.38,158.62,25.38
300679,5,665.17,7,484.24,155.97,24.96
300679,6,665.95,14,488.13,153.30,24.53
300679,7,666.74,13,492.05,150.59,24.09
300679,8,667.54,-2,496.00,147.87,23.66
300679,9,668.34,20,499.98,145.14,23.22
300680,1,3140.08,7,1708.55,1234.08,197.45
300680,2,0.00,17,0.00,0.00,0.00
300682,1,855.18,18,468.99,332.92,53.27
300682,2,662.85,-1,472.76,163.87,26.22
300682,3,663.61,-2,476.55,161.26,25.80
300682,4,664.37,14,480.38,158.62,25.38
300682,5,665.17,3,484.24,155.97,24.96
300682,6,665.95,-4,488.13,153.30,24.53
300682,7,666.74,9,492.05,150.59,24.09
300682,8,667.54,14,496.00,147.87,23.66
300682,9,668.31,0,499.96,145.14,23.22
300683,1,2366.25,20,1178.52,1023.90,163.82
300683,2,1992.47,20,1199.02,684.01,109.44
300683,3,1996.68,-3,1219.89,669.65,107.14
300683,4,0.00,6,0.00,0.00,0.00
300684,1,572.61,8,186.42,332.92,53.27
300684,2,379.82,17,187.92,165.43,26.47
300684,3,380.12,5,189.42,164.40,26.30
300684,4,380.42,12,190.94,163.34,26.14
