,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
1314,15000,0.1,120,18,14/02/2023,40,soltero,0,55705.37128,31542.63362,0,0,,,,
1298,50000,0.4,120,6,07/09/2022,20,union libre,1,43856.52768,22394.6709,1,0,19555.70272,0.0,28.0,626.0
3877,45000,0.4,120,18,20/04/2023,30,divorciado,0,22266.28601,17287.68706,1,1,,,,
1964,60000,0.2,80,18,09/12/2022,51,casado,0,28239.05603,9232.97595,1,0,6550.231721,1.0,2.0,593.0
5001,15000,0.3,120,18,12/08/2022,25,soltero,1,34317.53023,21120.33954,2,0,92114.84359,2.0,4.0,680.0
5454,22000,0.3,120,12,10/01/2023,24,casado,0,12455.81959,8397.937046,0,0,,,,
4025,60000,0.2,60,12,24/10/2022,43,casado,0,45843.4078,22406.72664,0,1,53429.75269,3.0,21.0,429.0
5257,22000,0.3,120,6,29/07/2022,30,union libre,0,36960.23587,19983.2995,1,1,,,,
2188,22000,0.2,80,18,15/06/2023,43,union libre,0,29203.49534,17666.48479,1,0,37372.71949,2.0,7.0,414.0
2262,15000,0.3,80,6,06/09/2022,32,soltero,0,21821.48707,11874.18165,1,0,86545.65741,3.0,5.0,750.0
5361,60000,0.3,60,18,23/03/2023,42,soltero,1,24046.98435,18016.0395,1,0,30551.08632,1.0,143.0,669.0
3743,60000,0.3,120,12,10/11/2022,43,soltero,1,48736.26421,27139.09234,1,1,,,,
1771,45000,0.3,60,24,18/01/2023,23,casado,0,36708.01337,28762.32472,1,1,56832.06967,0.0,35.0,438.0
436,15000,0.1,80,12,21/09/2022,38,casado,1,26621.67966,19477.18282,2,0,91011.96047,3.0,84.0,489.0
4425,45000,0.2,80,18,22/07/2022,46,viudo,0,40087.66994,29803.34034,2,1,75982.98676,0.0,33.0,668.0
4695,34000,0.1,120,24,25/07/2022,32,soltero,1,28224.75451,12090.11517,2,0,95090.79083,2.0,33.0,585.0
2558,22000,0.1,80,6,25/09/2022,31,casado,1,5000.0,5000.0,1,0,,,,
40,15000,0.1,80,12,06/08/2022,60,soltero,1,24691.01579,17664.11976,1,1,63379.77354,2.0,42.0,484.0
2984,45000,0.2,60,12,20/12/2022,31,casado,0,11267.13329,4252.931759,4,1,,,,
359,60000,0.1,60,24,28/02/2023,31,divorciado,0,17092.72269,11349.82641,0,0,40877.37307,0.0,1.0,434.0
4861,45000,0.4,80,12,22/05/2023,53,casado,0,40824.75897,26355.49672,0,0,,,,
815,50000,0.2,60,6,11/01/2023,45,casado,1,37809.15196,23740.36102,1,0,8680.631734,1.0,9.0,497.0
4085,15000,0.2,80,12,13/05/2023,48,divorciado,1,19362.5762,13951.80958,2,1,,,,
2173,15000,0.1,80,18,26/07/2022,43,casado,0,26370.08962,12805.32743,2,0,89423.63957,0.0,207.0,551.0
3777,45000,0.4,60,18,16/12/2022,47,divorciado,0,25161.09066,18944.18575,1,0,62347.66948,3.0,39.0,589.0
2210,22000,0.3,60,24,22/05/2023,55,union libre,0,37362.22503,14167.67903,3,0,56668.5524,5.0,13.0,624.0
1087,50000,0.2,80,6,23/10/2022,49,divorciado,1,23079.86376,12954.03594,1,1,,,,
4669,15000,0.1,80,6,05/06/2023,35,union libre,0,21272.17114,12485.66032,0,0,,,,
996,15000,0.2,120,24,29/10/2022,41,union libre,0,9968.541036,5050.776858,0,0,,,,
232,45000,0.4,80,18,22/12/2022,32,divorciado,0,39833.69149,13244.74822,1,0,,,,
5687,34000,0.1,80,24,04/09/2022,40,union libre,1,47062.57569,19971.3169,0,0,7818.17662,0.0,64.0,715.0
1247,50000,0.2,80,6,28/06/2023,56,divorciado,1,22168.36186,10834.96766,0,1,61074.27337,3.0,112.0,554.0
843,34000,0.4,80,18,18/09/2022,18,union libre,0,21394.34395,10066.46143,0,0,85346.18177,1.0,15.0,543.0
4439,50000,0.4,60,18,02/03/2023,54,soltero,0,5000.0,5000.0,0,1,36340.54747,0.0,101.0,703.0
3967,34000,0.1,60,24,22/12/2022,36,casado,0,22224.85304,19137.79275,0,1,38046.95548,0.0,42.0,572.0
1735,50000,0.3,80,18,12/07/2022,34,soltero,0,19256.59454,8796.681302,3,1,,,,
1621,50000,0.3,120,12,22/02/2023,54,union libre,0,18610.93295,14766.3911,1,1,,,,
4873,34000,0.2,60,18,26/05/2023,71,divorciado,0,24260.38887,20946.01114,2,1,26181.50462,0.0,63.0,668.0
5389,60000,0.1,60,24,02/09/2022,34,soltero,0,35103.89196,15310.58987,2,0,,,,
5213,15000,0.4,120,24,21/08/2022,18,divorciado,0,7139.672114,3552.401039,2,0,,,,
260,50000,0.4,60,6,20/08/2022,38,union libre,0,15690.7065,7374.483344,1,0,20310.56824,2.0,9.0,615.0
3552,50000,0.1,60,24,24/07/2022,27,divorciado,0,35124.50453,15568.18756,2,0,,,,
4502,50000,0.1,80,18,12/09/2022,68,divorciado,0,51255.30155,24492.58896,0,1,109692.2706,2.0,46.0,565.0
450,22000,0.2,80,12,29/11/2022,37,divorciado,1,13717.42922,6958.690705,3,0,,,,
5186,60000,0.3,80,12,22/06/2023,37,casado,0,23178.06251,8918.889539,0,0,92686.02953,1.0,24.0,750.0
633,34000,0.3,80,18,25/02/2023,22,casado,1,32512.13864,21626.12588,1,0,97102.13302,0.0,33.0,590.0
5560,60000,0.4,60,12,01/10/2022,29,divorciado,0,62511.76051,47678.13973,2,0,6245.348437,0.0,3.0,494.0
4747,50000,0.4,80,12,30/09/2022,64,divorciado,0,5000.0,4169.306396,1,0,47769.39458,0.0,41.0,481.0
514,50000,0.4,120,24,03/01/2023,44,divorciado,1,11939.81148,11939.81148,4,0,24780.39445,3.0,84.0,595.0
5830,50000,0.1,120,18,17/03/2023,40,soltero,1,31687.66771,22919.37337,0,0,35549.07204,2.0,4.0,683.0
458,60000,0.1,60,6,24/08/2022,42,casado,1,32947.03621,14629.87836,3,0,,,,
1938,15000,0.2,120,24,30/01/2023,42,divorciado,0,24452.82785,18452.91809,0,0,61173.29926,1.0,6.0,605.0
5841,15000,0.4,60,18,14/07/2022,53,soltero,1,40885.04703,16343.72243,1,0,51477.01306,1.0,100.0,456.0
3531,50000,0.1,120,6,22/11/2022,38,casado,1,33996.65875,22340.42485,0,0,71179.44736,1.0,13.0,580.0
2178,50000,0.3,60,18,24/12/2022,18,casado,0,27480.43736,8773.727662,2,0,16076.63221,2.0,18.0,616.0
3896,60000,0.1,120,12,06/09/2022,59,soltero,0,34276.96378,25350.18463,0,1,30395.37946,2.0,20.0,370.0
5024,50000,0.4,80,6,19/01/2023,49,union libre,1,11482.86844,4288.10091,2,0,56925.8052,1.0,4.0,615.0
1158,22000,0.1,80,18,10/04/2023,37,divorciado,0,69368.25155,27117.61484,2,1,21714.72322,1.0,20.0,337.0
2005,22000,0.3,60,18,09/07/2022,43,union libre,1,44854.07781,30400.90424,1,0,36742.06974,0.0,16.0,711.0
1424,15000,0.3,80,6,16/07/2022,38,divorciado,0,40943.52834,19479.96713,1,0,58398.41748,0.0,2.0,489.0
1458,50000,0.2,120,6,18/11/2022,63,soltero,1,16201.69453,10369.51003,4,1,,,,
4840,22000,0.2,60,24,12/11/2022,34,divorciado,0,29092.28202,18204.95055,0,0,,,,
962,22000,0.3,80,6,07/02/2023,68,casado,1,5000.0,5000.0,0,1,82870.76108,4.0,68.0,569.0
4371,60000,0.3,120,6,12/04/2023,56,casado,0,28680.17635,20463.6973,0,0,,,,
3465,50000,0.1,120,12,13/04/2023,64,casado,0,34071.1782,11600.26012,0,0,30080.7347,1.0,5.0,576.0
1532,22000,0.1,60,18,02/10/2022,32,casado,1,34228.73184,21360.07721,0,0,,,,
2403,34000,0.3,60,18,25/03/2023,46,casado,0,25569.87516,10794.6915,0,1,82205.79653,2.0,3.0,622.0
2171,34000,0.3,120,12,13/09/2022,44,casado,1,12461.41767,7726.318993,0,1,47643.1393,0.0,44.0,530.0
4841,45000,0.1,120,24,30/11/2022,18,soltero,0,32940.1391,20942.57724,1,1,29218.85075,2.0,3.0,572.0
3726,50000,0.1,60,12,26/05/2023,41,union libre,0,12832.96816,11484.18255,1,0,71032.68059,0.0,94.0,328.0
4784,60000,0.3,80,6,05/11/2022,62,soltero,0,49878.15169,28906.04048,2,0,,,,
515,60000,0.2,80,12,18/08/2022,27,casado,1,25220.19533,18842.42596,3,0,104150.6384,1.0,77.0,616.0
796,22000,0.2,80,12,19/03/2023,37,casado,0,32528.78952,20888.33328,2,0,33338.28319,5.0,65.0,669.0
5548,60000,0.2,60,6,03/08/2022,58,union libre,1,14009.61392,7520.795364,3,0,,,,
138,60000,0.2,120,18,27/09/2022,72,divorciado,0,24716.19994,16407.10149,0,0,52261.91033,4.0,0.0,663.0
5828,50000,0.4,60,18,02/02/2023,34,soltero,1,25338.749,12522.05803,3,0,55661.35374,0.0,8.0,604.0
1396,45000,0.3,80,12,19/04/2023,30,soltero,0,24654.8122,10220.76686,1,0,13199.19049,1.0,1.0,556.0
1028,45000,0.4,120,6,03/02/2023,40,soltero,1,60811.18809,40205.6813,4,1,,,,
2644,15000,0.4,120,18,25/02/2023,59,divorciado,1,26630.07142,18846.8758,0,0,,,,
2612,15000,0.1,60,6,22/07/2022,47,union libre,1,11022.47968,8504.245065,1,1,68522.24552,1.0,47.0,484.0
1019,50000,0.3,80,18,08/04/2023,30,soltero,0,26425.09851,13571.46536,2,0,47284.65743,0.0,49.0,545.0
1856,15000,0.2,60,12,25/07/2022,29,soltero,0,50751.71445,30198.15963,4,1,75737.05759,2.0,21.0,647.0
4264,50000,0.2,120,6,18/04/2023,54,casado,0,55649.27851,32944.19136,4,1,49768.29775,0.0,61.0,695.0
756,50000,0.4,120,6,31/05/2023,31,casado,0,41493.36142,25182.49959,2,0,,,,
3311,34000,0.3,80,12,28/02/2023,51,divorciado,0,8014.26418,4910.035221,4,0,,,,
5046,22000,0.3,60,6,08/07/2022,50,union libre,0,31132.33969,12129.23199,1,0,6251.27325,4.0,18.0,571.0
952,15000,0.1,120,24,25/08/2022,38,casado,0,10419.56082,6565.780946,2,0,24524.75902,3.0,44.0,727.0
3036,34000,0.2,60,24,19/10/2022,48,divorciado,0,31215.40362,11809.69883,1,0,97562.55236,5.0,3.0,616.0
5225,60000,0.2,80,24,03/07/2022,39,casado,1,5000.0,5000.0,1,1,50518.05683,3.0,55.0,561.0
4558,34000,0.2,60,6,26/07/2022,31,soltero,0,31531.02003,17326.26991,2,0,,,,
2118,15000,0.2,120,24,28/02/2023,32,casado,0,8971.57423,7504.223774,4,1,78135.5451,0.0,49.0,678.0
2406,15000,0.4,60,12,28/04/2023,33,union libre,0,8177.014244,5337.343772,0,0,,,,
125,60000,0.1,80,18,20/09/2022,51,casado,0,34371.71724,14713.68046,1,0,,,,
51,50000,0.2,60,6,18/03/2023,28,union libre,0,38969.35778,22815.30661,2,0,56971.15624,3.0,28.0,507.0
3953,34000,0.2,120,12,30/06/2023,53,soltero,0,27838.92593,20365.17926,2,0,64537.52046,0.0,64.0,482.0
51,50000,0.2,60,6,18/03/2023,28,union libre,0,38969.35778,22815.30661,2,0,56971.15624,3.0,28.0,507.0
2176,60000,0.1,120,18,20/11/2022,42,divorciado,1,5000.0,5000.0,4,0,45234.36622,0.0,23.0,629.0
430,34000,0.2,80,12,07/02/2023,43,casado,0,5000.0,5000.0,1,1,,,,
3416,22000,0.1,120,6,11/07/2022,43,casado,0,37498.79663,25042.82867,0,1,,,,
5093,45000,0.4,60,6,06/05/2023,28,soltero,0,14202.44193,14056.73526,2,1,52020.20549,2.0,62.0,558.0
4229,45000,0.1,80,6,12/04/2023,52,casado,0,5000.0,5000.0,1,1,,,,
4261,22000,0.1,60,6,20/10/2022,18,divorciado,0,33584.78904,25451.87459,1,1,93199.80066,4.0,18.0,567.0
714,60000,0.2,80,6,10/07/2022,23,casado,0,28665.18601,22517.20881,2,1,56465.63886,4.0,14.0,611.0
2971,34000,0.4,80,12,08/04/2023,56,soltero,0,14688.66836,8420.473362,1,1,,,,
3325,34000,0.4,80,6,04/02/2023,36,casado,0,18484.88126,11956.7696,1,0,61577.74844,4.0,10.0,591.0
4437,50000,0.2,80,12,23/04/2023,44,casado,1,42167.90738,13460.97614,4,0,76324.14935,4.0,106.0,711.0
4560,45000,0.2,60,18,12/01/2023,21,soltero,1,25785.62538,12171.62529,0,0,63518.87019,0.0,13.0,598.0
155,50000,0.4,60,18,18/05/2023,69,soltero,0,12148.154,7608.293437,1,1,32483.73192,0.0,69.0,636.0
2823,34000,0.4,120,12,18/07/2022,50,divorciado,0,5000.0,5000.0,3,0,65999.02661,4.0,39.0,573.0
3719,45000,0.4,120,18,30/11/2022,50,casado,0,5000.0,4708.636275,0,0,51767.55223,0.0,39.0,459.0
5424,34000,0.1,60,12,19/03/2023,26,casado,0,44297.98678,33844.25249,2,0,,,,
5001,15000,0.3,120,18,12/08/2022,25,soltero,1,34317.53023,21120.33954,2,0,92114.84359,2.0,4.0,680.0
5623,22000,0.1,60,24,21/09/2022,70,divorciado,0,47756.80265,20550.34013,1,0,66876.95256,0.0,15.0,750.0
166,22000,0.4,60,12,16/10/2022,48,divorciado,0,27104.52724,12392.5946,0,1,52253.65415,0.0,21.0,580.0
1713,34000,0.3,120,6,21/10/2022,29,casado,0,47645.09509,32225.10682,3,0,82272.23751,4.0,39.0,622.0
4057,45000,0.2,80,24,29/01/2023,44,casado,0,5000.0,5000.0,0,1,69672.70201,3.0,131.0,659.0
1465,60000,0.4,60,12,23/11/2022,45,soltero,1,22166.69622,11982.60951,1,1,73542.21738,0.0,45.0,536.0
3102,15000,0.4,120,24,20/06/2023,42,casado,0,34016.19537,22334.73678,4,0,55770.43492,1.0,45.0,675.0
1836,45000,0.1,60,12,21/02/2023,54,casado,1,28664.44333,14518.40262,0,1,95624.34316,1.0,38.0,520.0
4696,45000,0.4,80,18,29/01/2023,18,union libre,0,40681.30036,24098.2722,2,0,49211.6736,0.0,36.0,497.0
3522,60000,0.3,80,24,23/10/2022,50,casado,0,37935.31139,26409.0515,0,1,,,,
706,22000,0.2,60,12,16/04/2023,44,union libre,0,25816.35813,16692.15335,0,0,55564.75063,2.0,17.0,438.0
5050,50000,0.1,60,18,06/10/2022,35,divorciado,1,36168.0622,27279.79756,0,0,101272.1588,1.0,78.0,616.0
4457,50000,0.2,120,12,15/01/2023,65,soltero,1,26545.78553,15136.05003,0,0,97646.75525,1.0,44.0,486.0
2289,34000,0.3,80,12,16/07/2022,26,divorciado,0,13567.89155,11658.76451,0,0,78748.65388,0.0,32.0,553.0
445,15000,0.1,80,6,08/02/2023,18,casado,0,24975.21185,10535.31918,1,0,57360.89282,3.0,20.0,547.0
1102,22000,0.1,80,6,06/11/2022,42,soltero,0,40588.60409,23176.7448,0,0,18575.27155,0.0,10.0,661.0
2115,22000,0.4,120,24,16/06/2023,57,soltero,1,44436.64657,22431.84491,2,0,,,,
5169,34000,0.1,60,24,26/07/2022,44,union libre,0,21478.96243,6922.792956,4,1,,,,
371,22000,0.4,80,12,13/05/2023,49,casado,1,25563.66351,16599.40443,1,0,108803.0977,3.0,61.0,461.0
4633,45000,0.3,60,12,12/07/2022,21,soltero,0,11381.77599,9044.476493,3,0,53547.2515,3.0,14.0,660.0
2169,60000,0.4,80,24,13/01/2023,40,casado,0,25121.13068,13543.47524,1,0,8973.606889,4.0,69.0,664.0
3141,15000,0.4,80,18,01/02/2023,29,soltero,1,21823.8124,9852.351188,2,0,87626.45592,2.0,33.0,648.0
2077,15000,0.4,120,18,02/05/2023,24,casado,0,36179.39019,18849.0942,3,0,38390.5142,2.0,60.0,589.0
3991,60000,0.2,60,6,22/07/2022,56,divorciado,1,31881.60599,19448.29159,1,1,,,,
47,50000,0.3,120,18,21/12/2022,18,soltero,0,14731.48106,10525.57771,2,0,37169.93698,3.0,22.0,506.0
5271,50000,0.2,80,12,17/01/2023,49,soltero,1,15675.92034,8180.743902,0,0,94889.75155,2.0,61.0,561.0
330,34000,0.2,60,6,14/11/2022,35,casado,0,52155.22997,18555.527,2,0,25146.38546,1.0,60.0,681.0
3678,15000,0.3,120,12,06/09/2022,38,union libre,0,13590.03339,9584.118661,2,0,,,,
3040,34000,0.1,120,24,06/07/2022,47,soltero,0,23167.78611,17941.56374,4,1,41144.3036,0.0,123.0,453.0
4806,50000,0.4,120,12,14/02/2023,33,soltero,0,5000.0,5000.0,3,0,,,,
5556,34000,0.1,80,18,09/03/2023,45,soltero,0,5000.0,5000.0,0,1,,,,
723,45000,0.3,120,12,13/09/2022,56,casado,0,31282.58679,20454.90565,0,0,80157.55542,0.0,24.0,424.0
5573,60000,0.4,60,12,21/02/2023,24,divorciado,0,38188.05358,12349.77513,2,0,7538.038467,2.0,58.0,456.0
4093,22000,0.2,80,6,11/11/2022,23,casado,0,29882.30799,17707.76001,1,0,51827.55468,0.0,4.0,620.0
5609,22000,0.1,80,24,21/05/2023,18,casado,0,33633.56143,21081.48813,1,0,,,,
5972,15000,0.3,60,12,09/03/2023,47,union libre,0,33394.8485,21057.56262,0,1,,,,
5719,22000,0.1,120,24,14/03/2023,35,casado,0,20667.50632,15281.95993,2,0,86283.95084,0.0,43.0,580.0
1883,34000,0.4,120,18,16/06/2023,39,casado,0,32240.67077,19705.01305,3,0,,,,
4371,60000,0.3,120,6,12/04/2023,56,casado,0,28680.17635,20463.6973,0,0,,,,
1059,22000,0.4,60,12,08/05/2023,18,casado,1,34653.63326,21842.57426,0,0,,,,
1585,50000,0.4,120,12,29/06/2023,42,union libre,0,10731.74959,10731.74959,1,0,85746.46163,1.0,89.0,592.0
4858,15000,0.4,60,12,23/11/2022,50,union libre,0,42180.72669,13466.98188,0,0,82972.44178,1.0,12.0,651.0
1739,34000,0.1,60,24,17/07/2022,36,soltero,1,23920.0437,15832.54263,0,0,23553.34137,1.0,50.0,709.0
3084,15000,0.2,80,18,01/12/2022,33,union libre,0,7134.125045,4515.348146,0,0,56157.11347,1.0,59.0,494.0
493,50000,0.1,120,18,31/12/2022,41,soltero,0,5000.0,5000.0,0,1,25733.68249,2.0,76.0,500.0
5650,22000,0.2,120,6,16/03/2023,28,soltero,0,5000.0,1811.241427,0,0,82334.95268,2.0,17.0,434.0
4761,22000,0.1,60,24,26/11/2022,44,soltero,0,17199.58429,12108.93836,1,0,55168.69516,2.0,5.0,750.0
3152,50000,0.1,80,6,11/05/2023,41,divorciado,0,19161.68831,13784.39647,4,0,28989.44403,4.0,27.0,641.0
155,50000,0.4,60,18,18/05/2023,69,soltero,0,12148.154,7608.293437,1,1,32483.73192,0.0,69.0,636.0
1656,45000,0.4,120,6,08/12/2022,50,viudo,0,17207.66237,6454.569363,2,1,97881.78473,3.0,17.0,739.0
5611,60000,0.3,60,18,09/05/2023,28,casado,0,32860.7864,23699.3642,2,0,26716.98391,1.0,14.0,551.0
3152,50000,0.1,80,6,11/05/2023,41,divorciado,0,19161.68831,13784.39647,4,0,28989.44403,4.0,27.0,641.0
3331,22000,0.4,80,6,20/08/2022,51,casado,0,37572.35614,26642.68662,1,0,,,,
4393,22000,0.2,120,6,13/04/2023,51,divorciado,0,20792.41081,9396.998418,2,1,,,,
5050,50000,0.1,60,18,06/10/2022,35,divorciado,1,36168.0622,27279.79756,0,0,101272.1588,1.0,78.0,616.0
1491,45000,0.4,80,24,17/07/2022,62,divorciado,0,20868.68631,11607.39496,1,0,71335.78907,2.0,27.0,750.0
2856,60000,0.2,60,18,24/02/2023,54,union libre,1,14648.50218,13110.46367,0,0,,,,
5192,15000,0.2,60,12,06/05/2023,40,casado,0,18616.0787,10338.15745,1,0,23843.30115,2.0,31.0,573.0
2723,15000,0.3,60,24,29/01/2023,27,divorciado,0,27999.10258,13652.80408,0,0,,,,
1112,15000,0.3,60,18,02/08/2022,57,divorciado,0,12412.02142,7367.967656,1,1,,,,
4939,15000,0.1,120,6,19/03/2023,44,casado,0,36260.42041,24328.5725,1,0,,,,
4681,22000,0.3,80,24,03/07/2022,46,casado,1,14953.54282,6924.130928,0,1,48214.58421,2.0,47.0,594.0
130,34000,0.2,60,24,11/11/2022,31,union libre,0,26067.83879,20459.31851,2,0,61144.24894,1.0,29.0,620.0
72,45000,0.4,80,18,30/04/2023,47,union libre,0,5000.0,3860.034599,1,1,,,,
2017,22000,0.1,120,6,04/08/2022,37,casado,0,39538.43608,22742.4682,4,0,48789.02562,2.0,62.0,595.0
2370,50000,0.2,60,12,27/03/2023,41,casado,0,27035.94972,10188.83409,3,0,,,,
689,60000,0.3,60,6,23/01/2023,30,soltero,0,11229.95356,7612.181832,3,0,,,,
957,50000,0.2,80,12,22/08/2022,49,divorciado,1,23113.93675,11007.1111,1,0,,,,
5304,50000,0.4,120,12,20/01/2023,36,soltero,0,42662.95391,28992.16656,0,0,28392.84936,0.0,7.0,523.0
5446,50000,0.2,120,24,24/03/2023,58,union libre,1,7659.749978,5462.368569,1,1,,,,
415,22000,0.3,80,12,08/08/2022,37,union libre,0,49083.34439,17762.57755,2,0,,,,
1082,60000,0.3,120,12,26/04/2023,18,union libre,0,24076.7375,13278.25082,0,0,80119.95371,1.0,6.0,510.0
4102,15000,0.2,80,6,11/04/2023,48,divorciado,0,39235.10564,28568.3707,4,0,91366.36562,2.0,19.0,495.0
1407,22000,0.1,80,18,24/08/2022,51,union libre,0,20636.79487,10301.75428,0,1,87071.84116,3.0,7.0,611.0
3972,34000,0.2,60,12,13/11/2022,66,union libre,1,34020.89933,28231.84991,0,0,33174.34925,2.0,40.0,454.0
3176,34000,0.1,80,18,16/06/2023,49,soltero,0,16719.24554,7637.86931,2,0,66710.67685,1.0,24.0,670.0
2168,60000,0.1,60,24,18/11/2022,51,union libre,1,36885.16386,11077.02912,2,0,39453.20326,2.0,11.0,506.0
3753,60000,0.1,120,12,16/08/2022,49,union libre,0,61461.63382,28615.60987,0,1,,,,
801,60000,0.2,60,18,20/01/2023,49,soltero,0,21239.40854,21239.40854,2,0,,,,
5043,15000,0.3,80,12,19/07/2022,59,divorciado,0,51231.25803,17461.77176,1,0,24622.7103,0.0,1.0,611.0
4146,45000,0.2,60,18,24/07/2022,57,soltero,1,39365.40903,29003.41652,0,1,87804.38,4.0,52.0,451.0
2537,50000,0.4,120,6,21/03/2023,40,soltero,0,7703.320027,6557.04824,1,0,98557.34517,0.0,24.0,621.0
5182,45000,0.4,60,6,08/01/2023,61,casado,1,21966.84119,11413.81459,1,0,,,,
2906,22000,0.1,120,6,15/09/2022,57,casado,0,17082.98635,11790.26198,1,0,34370.28536,0.0,1.0,548.0
3525,50000,0.3,80,6,07/12/2022,51,union libre,0,44297.84103,22868.14968,2,1,100562.7787,0.0,68.0,631.0
5143,34000,0.1,80,18,01/12/2022,39,divorciado,0,47429.84339,34012.89408,1,0,,,,
2844,50000,0.4,80,18,04/11/2022,18,casado,0,45543.55422,15824.60166,0,0,95518.88188,2.0,21.0,505.0
5229,34000,0.3,60,18,25/01/2023,30,divorciado,0,22424.48263,16158.27051,2,0,,,,
4502,50000,0.1,80,18,12/09/2022,68,divorciado,0,51255.30155,24492.58896,0,1,109692.2706,2.0,46.0,565.0
3800,15000,0.4,120,24,10/10/2022,58,soltero,0,5000.0,5000.0,0,0,,,,
2587,60000,0.1,80,18,16/09/2022,18,divorciado,1,19368.70078,7794.917231,1,0,62370.60249,1.0,15.0,580.0
4944,15000,0.4,80,18,19/07/2022,27,casado,0,61396.1883,29218.17047,1,0,,,,
3002,60000,0.2,120,6,30/04/2023,54,divorciado,1,22932.96388,11208.95253,1,1,56229.56116,0.0,75.0,470.0
781,45000,0.3,120,18,15/07/2022,43,casado,0,38102.72376,23804.83029,0,0,,,,
3296,34000,0.4,120,6,19/05/2023,20,soltero,0,24742.51043,13514.88104,0,0,,,,
3803,15000,0.1,60,12,15/04/2023,48,casado,0,15936.9954,9755.904282,2,0,,,,
249,22000,0.4,80,18,29/01/2023,50,casado,1,39746.00919,20041.10974,4,0,,,,
1803,34000,0.4,120,6,24/11/2022,54,union libre,1,13535.94298,10830.22259,2,1,65230.89536,2.0,42.0,631.0
107,50000,0.1,60,12,16/09/2022,32,union libre,0,40260.30946,27643.62091,2,0,74584.5831,4.0,50.0,450.0
864,22000,0.3,60,18,29/11/2022,44,divorciado,0,5000.0,3256.595302,3,0,68811.2036,0.0,0.0,645.0
997,22000,0.4,120,24,02/08/2022,51,soltero,1,42686.5039,20328.14718,0,1,,,,
4157,34000,0.2,80,18,19/06/2023,36,casado,0,18645.04124,9086.846896,1,0,,,,
4807,15000,0.2,80,12,25/10/2022,36,casado,0,37530.08176,18430.36674,1,0,,,,
2886,22000,0.4,60,18,15/12/2022,24,soltero,1,18614.97481,10819.00295,0,0,62514.41431,1.0,1.0,481.0
1414,45000,0.1,80,24,03/02/2023,40,casado,1,21376.4063,12661.19779,4,0,70328.1444,5.0,178.0,558.0
4057,45000,0.2,80,24,29/01/2023,44,casado,0,5000.0,5000.0,0,1,69672.70201,3.0,131.0,659.0
2130,45000,0.2,120,24,26/08/2022,73,divorciado,0,64530.90122,34667.58278,1,1,,,,
4415,22000,0.1,60,6,14/02/2023,34,union libre,1,17980.80257,13202.39297,2,0,58347.93513,4.0,0.0,529.0
3237,15000,0.3,120,12,22/07/2022,53,casado,0,5000.0,3515.046944,1,0,62297.37691,3.0,3.0,545.0
269,34000,0.4,80,12,01/09/2022,47,casado,1,29059.59209,18387.34114,0,0,,,,
970,45000,0.4,60,24,16/02/2023,40,soltero,1,45195.85482,19122.7891,0,0,60091.33199,1.0,136.0,628.0
1886,15000,0.4,60,24,14/01/2023,35,casado,0,12654.88987,11913.47749,0,0,69806.62909,2.0,23.0,627.0
4398,22000,0.2,80,24,13/05/2023,66,soltero,0,5000.0,5000.0,1,0,24989.46612,2.0,56.0,567.0
1757,22000,0.1,80,6,28/08/2022,55,divorciado,0,35083.55896,15785.95636,1,0,,,,
4948,22000,0.1,80,12,26/12/2022,35,soltero,1,20544.97795,6316.711374,1,1,5740.64544,0.0,36.0,647.0
4817,45000,0.4,120,18,15/12/2022,18,soltero,0,46466.07929,26914.17559,3,0,79920.3604,3.0,23.0,663.0
3393,45000,0.3,120,12,20/10/2022,50,casado,0,36884.34385,28269.77285,1,1,53590.06464,2.0,0.0,477.0
5730,45000,0.3,120,18,07/01/2023,31,casado,0,40851.77294,21689.29563,0,0,,,,
5842,50000,0.4,60,24,25/06/2023,39,divorciado,0,6285.823149,5663.931769,2,1,31011.86057,1.0,21.0,649.0
4220,15000,0.1,60,6,31/01/2023,28,soltero,1,44422.2988,19043.28707,0,0,,,,
4394,60000,0.1,60,24,08/11/2022,46,union libre,0,44779.84369,19098.7199,4,0,18375.55912,0.0,1.0,724.0
4145,45000,0.2,80,18,06/07/2022,25,divorciado,0,26472.19961,14675.37313,0,0,84645.31963,0.0,15.0,576.0
3982,45000,0.2,60,18,30/09/2022,61,casado,1,5000.0,2774.617497,0,0,25408.54221,0.0,56.0,511.0
2807,50000,0.2,120,24,02/03/2023,47,casado,0,10173.93162,10173.93162,3,1,,,,
783,34000,0.1,60,24,29/11/2022,21,union libre,0,32111.66594,19464.47607,1,0,93303.89731,4.0,39.0,643.0
2974,22000,0.2,120,18,30/10/2022,58,casado,0,5000.0,2195.225743,4,0,,,,
3489,45000,0.2,60,6,14/05/2023,51,union libre,0,21178.42278,8997.978901,3,0,,,,
3238,34000,0.2,60,18,14/08/2022,59,divorciado,1,55602.22127,30448.8217,2,0,21465.84107,3.0,31.0,629.0
1059,22000,0.4,60,12,08/05/2023,18,casado,1,34653.63326,21842.57426,0,0,,,,
4788,45000,0.3,60,12,27/12/2022,52,soltero,0,36378.2022,11094.63378,2,0,,,,
