precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
60000,0.3,80,18,05/11/2022,41,casado,0,19874.7489,7727.858911,1,1,5246.422396,4,25,626
45000,0.1,80,24,23/09/2022,47,casado,0,11548.16514,3833.728753,0,0,97326.82947,0,15,555
15000,0.3,60,6,23/08/2022,44,divorciado,1,22866.94541,17648.05537,1,0,67095.04945,2,54,500
60000,0.4,60,18,11/01/2023,18,casado,0,20537.03324,14215.19424,1,0,88481.28522,4,20,408
50000,0.2,80,12,02/10/2022,34,divorciado,1,5000,3626.583088,1,0,,,,
15000,0.1,120,18,01/07/2022,49,union libre,0,18030.57293,17430.4801,4,0,33107.77929,0,40,451
34000,0.3,60,6,29/01/2023,60,casado,1,15659.76318,10277.48656,0,1,102356.5299,4,20,516
50000,0.1,80,18,01/10/2022,25,casado,0,29073.78211,19399.04475,2,1,9852.443672,0,80,558
45000,0.3,60,6,11/06/2023,52,casado,0,29056.4719,17194.73181,1,0,53218.02776,0,11,585
15000,0.1,120,24,13/03/2023,32,soltero,0,14909.88304,4647.144417,1,0,29140.75437,0,47,521
45000,0.1,80,12,11/02/2023,52,casado,1,6864.299442,6159.634673,2,1,,,,
50000,0.4,60,18,12/12/2022,33,casado,1,45588.91929,14882.02309,4,1,76917.6912,2,0,750
45000,0.4,120,6,07/07/2022,42,soltero,0,42824.54653,14632.2066,3,0,69921.43145,0,7,673
15000,0.4,60,18,02/01/2023,64,union libre,1,10483.31434,5502.539932,2,0,,,,
34000,0.3,80,6,11/05/2023,25,soltero,0,38777.57004,30264.85686,1,0,9362.245718,3,51,549
45000,0.1,120,24,15/11/2022,43,divorciado,0,21435.58669,18771.64776,1,0,,,,
22000,0.4,120,6,18/10/2022,42,divorciado,0,25053.91628,13016.81829,2,0,,,,
34000,0.1,120,24,08/12/2022,80,divorciado,1,35832.83612,17020.07715,0,1,,,,
22000,0.3,80,24,16/09/2022,43,union libre,0,5000,5000,1,1,,,,
15000,0.1,60,24,16/09/2022,74,soltero,0,22554.94965,13593.28977,1,0,,,,
22000,0.2,60,12,21/08/2022,76,soltero,1,5000,5000,2,0,,,,
45000,0.3,120,6,16/06/2023,38,soltero,0,35407.61626,24734.04917,0,0,63000.20021,2,30,711
45000,0.3,80,18,07/04/2023,49,soltero,1,13191.35923,8938.487514,2,0,,,,
15000,0.1,60,6,17/05/2023,31,soltero,0,24274.31058,12354.04647,2,0,63566.46896,3,20,595
34000,0.2,80,18,01/07/2022,48,divorciado,0,9408.690277,9408.690277,0,0,,,,
34000,0.2,80,24,26/09/2022,23,soltero,0,5000,1801.801339,1,0,26945.44277,1,123,628
45000,0.3,80,18,04/06/2023,39,union libre,0,5788.556746,2895.144905,2,0,21367.97852,3,27,624
15000,0.3,60,18,05/12/2022,62,divorciado,1,26604.78903,13263.33114,4,0,110332.9174,5,58,638
60000,0.3,60,24,08/01/2023,32,divorciado,0,31568.89884,11586.40708,0,0,73604.21443,0,62,357
15000,0.1,60,12,17/02/2023,42,casado,0,46288.41775,36554.25957,0,0,80248.0813,2,28,607
22000,0.3,120,12,01/07/2022,19,soltero,1,9481.276673,6149.154093,0,0,,,,
34000,0.4,120,12,30/05/2023,44,casado,1,42767.95776,21631.10249,4,0,64647.83808,1,37,486
50000,0.3,120,24,18/10/2022,43,soltero,0,36910.34545,17884.30409,2,0,,,,
34000,0.4,120,6,22/02/2023,40,soltero,0,47467.68891,33885.96698,2,0,62026.18778,0,4,522
45000,0.2,60,24,09/08/2022,37,divorciado,1,28386.265,9804.386649,0,0,74940.97774,2,28,750
22000,0.2,80,6,06/10/2022,42,divorciado,0,20574.56352,12305.88438,1,0,77182.78602,0,28,460
22000,0.3,60,12,24/07/2022,52,casado,0,5000,5000,2,0,111231.0334,4,29,586
34000,0.2,120,6,13/01/2023,39,casado,0,25941.0278,18381.89861,3,0,51740.31458,1,48,656
22000,0.3,120,24,21/04/2023,43,union libre,1,22629.68767,15556.52717,1,0,6184.553498,0,11,558
50000,0.3,60,24,25/08/2022,42,divorciado,0,10117.56329,6191.826938,4,0,20517.54163,0,40,533
22000,0.3,120,18,22/11/2022,53,union libre,0,32042.46421,14298.14942,0,1,96595.04318,1,11,596
50000,0.3,60,24,15/12/2022,48,divorciado,0,44128.85644,33864.18889,1,0,49604.44691,0,1,514
45000,0.3,60,18,01/06/2023,42,union libre,0,47698.75226,26040.39022,3,0,16449.53814,2,2,521
15000,0.2,120,18,05/10/2022,58,union libre,0,17840.81781,7855.486309,2,0,,,,
50000,0.2,80,24,03/05/2023,45,casado,0,29453.853,14219.94626,3,0,,,,
22000,0.3,120,6,11/06/2023,55,casado,0,27980.69189,8629.819196,4,1,,,,
50000,0.1,120,18,05/05/2023,56,soltero,0,46736.99371,23088.78185,1,1,,,,
50000,0.1,120,12,23/04/2023,29,divorciado,0,42913.42461,21166.94753,0,1,44294.44611,2,130,648
34000,0.1,120,6,23/08/2022,55,casado,0,10426.82889,3834.761622,2,0,28773.94629,0,19,651
60000,0.1,60,12,15/06/2023,52,soltero,1,27066.24235,12286.82713,1,1,86067.00646,2,79,662
50000,0.4,120,6,22/12/2022,39,divorciado,1,37966.82252,15696.9166,2,0,,,,
60000,0.2,120,24,23/09/2022,43,soltero,1,26992.43425,9494.841371,1,0,96944.18792,0,65,702
15000,0.2,120,6,06/01/2023,35,casado,0,11056.17762,3566.393307,3,0,74311.78413,1,23,570
50000,0.4,80,18,22/12/2022,42,divorciado,0,40581.43954,14960.79934,4,0,15446.84118,2,10,512
15000,0.1,80,12,21/01/2023,32,divorciado,1,48243.65387,19355.43507,2,0,98631.8129,4,46,483
45000,0.2,120,18,19/05/2023,55,union libre,0,21795.3034,11071.60356,2,0,,,,
60000,0.4,80,24,09/07/2022,38,union libre,0,47945.8541,28376.65034,1,1,29625.56605,2,67,750
45000,0.2,120,12,21/09/2022,35,casado,1,30060.50894,13861.8906,1,0,,,,
22000,0.2,60,18,17/11/2022,28,casado,0,51329.05977,19024.07442,4,1,96199.73726,1,34,523
50000,0.1,120,6,19/03/2023,43,divorciado,0,51299.12467,39508.63207,2,0,23300.46915,0,19,576
34000,0.4,60,6,24/05/2023,42,casado,1,29646.65332,16525.84075,3,1,26620.81804,1,28,750
15000,0.1,120,6,19/03/2023,44,casado,0,36260.42041,24328.5725,1,0,,,,
22000,0.4,120,12,15/12/2022,27,union libre,0,19463.72094,12597.26218,1,0,69549.78426,1,106,647
60000,0.3,60,6,11/10/2022,20,casado,0,5647.108292,2498.553908,2,0,,,,
50000,0.1,120,12,14/03/2023,47,soltero,0,33760.9391,19579.01391,2,0,34570.09577,0,10,516
45000,0.2,120,18,06/12/2022,57,soltero,1,8005.657183,4812.056894,1,0,30424.29784,1,66,750
15000,0.4,80,18,19/07/2022,27,casado,0,61396.1883,29218.17047,1,0,,,,
45000,0.2,120,6,01/05/2023,59,soltero,0,47077.3285,29912.14752,0,1,56894.28243,3,6,739
45000,0.2,80,24,29/01/2023,43,soltero,0,27726.40698,19279.23202,1,0,30974.14468,0,16,594
60000,0.1,120,24,19/03/2023,39,casado,0,70009.44191,33751.92127,0,0,36490.8951,2,11,454
22000,0.1,80,12,26/12/2022,35,soltero,1,20544.97795,6316.711374,1,1,5740.64544,0,36,647
60000,0.2,60,6,14/07/2022,23,casado,0,24113.3735,11445.84602,3,0,55467.77588,2,0,750
45000,0.4,80,6,24/06/2023,51,soltero,1,23932.03458,8577.427903,4,0,71160.21455,1,63,571
22000,0.2,80,6,30/10/2022,38,divorciado,1,18036.14107,10450.12524,1,1,106617.7207,1,52,494
50000,0.3,60,18,23/01/2023,30,divorciado,0,25349.55615,12243.19525,0,0,23727.0649,1,3,607
50000,0.4,120,12,19/10/2022,51,soltero,0,36848.42785,14879.78388,1,1,,,,
34000,0.3,120,18,01/12/2022,18,casado,0,15018.43819,11525.81744,2,0,,,,
45000,0.3,80,24,14/09/2022,21,union libre,0,31918.76044,19993.95818,1,0,,,,
15000,0.4,120,24,14/11/2022,39,union libre,0,21862.03146,12224.85622,0,0,,,,
22000,0.4,80,6,14/01/2023,43,divorciado,1,30940.13101,9432.475521,0,0,96329.63119,1,7,464
50000,0.3,120,6,02/04/2023,53,soltero,0,5000,4854.044358,1,0,,,,
45000,0.2,60,6,25/06/2023,36,divorciado,0,17032.18963,11824.40899,0,0,,,,
34000,0.1,80,6,07/02/2023,70,soltero,0,61877.61371,30621.49112,0,0,46758.60853,0,10,593
45000,0.1,60,12,21/10/2022,51,divorciado,1,5000,3726.73299,3,1,63303.07253,3,48,677
60000,0.4,60,12,25/07/2022,44,divorciado,0,18791.00843,15939.84647,2,0,76091.64133,0,57,720
34000,0.4,80,6,04/05/2023,30,soltero,0,21947.88996,9905.587685,0,0,70728.36434,3,14,623
22000,0.1,60,6,08/11/2022,41,soltero,1,14739.90715,7268.952946,1,0,16081.71214,0,40,728
15000,0.4,80,24,01/09/2022,53,divorciado,0,21840.58472,19783.57053,1,1,75504.66875,4,47,561
34000,0.3,80,24,25/04/2023,54,casado,0,16966.41741,5221.523042,0,0,20947.52712,0,49,427
15000,0.3,60,18,12/08/2022,22,casado,0,37770.00802,24953.21647,2,0,,,,
45000,0.2,120,18,14/11/2022,37,casado,0,28128.87573,21784.18526,1,0,,,,
34000,0.1,80,12,08/05/2023,45,soltero,0,50041.19949,16610.1649,1,0,78235.48349,1,5,494
50000,0.3,120,24,13/04/2023,47,divorciado,0,10415.97531,7635.311046,0,0,,,,
15000,0.3,120,12,21/12/2022,40,casado,0,34141.43804,17347.97641,1,1,12361.03976,2,6,434
60000,0.4,80,6,09/10/2022,46,soltero,1,35555.02322,26275.10022,3,0,,,,
22000,0.2,120,24,18/11/2022,30,soltero,0,15051.26772,6835.342029,2,0,,,,
45000,0.4,80,18,01/07/2022,65,casado,1,13163.66037,13163.66037,4,0,,,,
34000,0.3,60,18,17/01/2023,51,union libre,0,8648.192337,5392.361574,2,0,36434.71064,0,29,514
22000,0.4,80,12,26/09/2022,35,casado,0,5000,4857.725901,1,0,94518.31445,2,81,590
22000,0.3,80,18,06/08/2022,32,casado,0,21521.2904,18720.42749,0,0,25615.37632,2,16,602
22000,0.3,120,24,13/05/2023,35,casado,0,35512.64596,19584.95705,2,1,82291.21125,1,120,598
22000,0.3,120,6,24/04/2023,59,divorciado,1,22158.92232,11652.59684,4,0,97767.34167,0,113,466
22000,0.1,120,18,20/01/2023,24,soltero,1,28652.75655,12362.66436,0,0,,,,
22000,0.2,80,24,15/05/2023,45,casado,0,5000,3353.509377,1,0,,,,
50000,0.3,80,24,21/06/2023,45,casado,0,5000,3043.381586,0,0,,,,
45000,0.3,120,6,15/12/2022,39,casado,0,35130.77762,25265.87488,3,0,50313.1697,2,124,607
15000,0.2,80,6,29/07/2022,43,casado,0,20089.6734,11045.08023,2,0,87224.31177,1,40,494
22000,0.1,60,24,25/09/2022,33,soltero,0,5000,4646.620576,3,1,54478.78526,1,52,507
60000,0.1,120,6,14/10/2022,47,casado,0,21839.4369,15220.42487,0,0,45413.84621,4,20,658
50000,0.1,120,24,08/06/2023,32,casado,1,33740.12123,15008.75151,4,0,56286.7965,3,28,596
45000,0.1,120,18,07/04/2023,36,soltero,0,36038.65264,23227.54715,0,0,17416.37227,3,6,674
50000,0.3,120,12,21/07/2022,42,casado,0,32983.36804,11639.91668,0,0,53955.17967,4,27,447
50000,0.2,80,24,06/12/2022,41,soltero,1,19567.02906,6977.97694,0,1,35791.02548,1,2,701
34000,0.3,60,24,19/11/2022,40,casado,0,38916.48225,24207.13144,0,0,29383.22756,2,27,502
22000,0.4,80,18,21/12/2022,30,soltero,0,29693.50156,10136.62673,0,0,59799.32387,2,25,640
22000,0.4,80,18,26/01/2023,36,soltero,1,16856.36715,6363.709819,1,0,,,,
34000,0.1,120,18,27/07/2022,45,casado,1,5000,5000,2,0,105082.2316,2,30,430
60000,0.3,60,18,19/11/2022,23,divorciado,0,32944.39772,17101.49776,3,1,,,,
60000,0.4,120,12,09/12/2022,44,casado,1,35970.52399,22105.22096,1,0,,,,
60000,0.2,60,12,12/05/2023,44,casado,1,38905.03627,30675.5106,0,1,98284.50094,3,11,644
34000,0.4,80,12,20/08/2022,24,casado,0,32448.33378,19987.54148,0,0,,,,
60000,0.4,80,18,23/02/2023,53,casado,1,39500.80487,23519.78262,1,1,,,,
22000,0.2,60,12,11/03/2023,55,soltero,0,65571.59331,32134.60783,2,1,,,,
15000,0.3,120,18,12/08/2022,25,soltero,1,34317.53023,21120.33954,2,0,92114.84359,2,4,680
15000,0.1,80,18,13/01/2023,56,divorciado,0,32361.36209,9918.749806,1,0,26512.75333,3,24,551
45000,0.1,80,24,25/10/2022,38,casado,0,38169.0741,22086.92118,0,0,88797.31956,0,9,502
45000,0.1,120,12,22/05/2023,45,casado,0,41254.7336,13797.59121,1,0,,,,
50000,0.3,60,12,24/07/2022,43,divorciado,0,5000,5000,1,0,,,,
15000,0.2,60,18,09/03/2023,51,casado,0,32656.83458,18991.92508,1,0,57138.94819,1,27,582
22000,0.4,60,12,12/09/2022,44,divorciado,1,45058.02934,28565.67651,0,0,85633.43935,4,12,613
50000,0.4,60,12,25/01/2023,37,divorciado,0,48839.64526,26826.55684,0,1,,,,
22000,0.1,120,12,01/12/2022,26,divorciado,1,30302.81562,15438.98026,4,0,,,,
22000,0.1,120,24,25/12/2022,35,soltero,0,15545.91789,12784.88308,1,1,34693.35898,1,25,635
45000,0.4,80,24,10/09/2022,42,divorciado,1,32474.53079,22067.6551,2,0,,,,
60000,0.3,60,24,17/09/2022,46,divorciado,0,20341.25552,6281.66216,1,1,15154.57357,1,36,750
60000,0.2,120,18,26/10/2022,47,casado,0,53539.31122,28029.64973,1,0,,,,
22000,0.3,60,24,03/10/2022,45,soltero,0,25194.03542,11179.01539,1,1,,,,
34000,0.4,80,18,20/10/2022,32,soltero,0,23161.27819,13682.25016,0,0,106547.9274,2,71,684
15000,0.4,80,18,28/11/2022,40,casado,0,31468.63439,21487.05342,1,1,72611.10777,2,77,426
34000,0.4,120,6,14/11/2022,53,union libre,1,12698.70534,4317.04732,1,1,,,,
34000,0.1,60,18,20/12/2022,34,casado,0,5000,2713.03382,1,1,56868.68175,1,28,698
22000,0.2,120,18,07/04/2023,41,casado,1,36325.67194,27690.58573,0,0,,,,
15000,0.4,80,12,25/01/2023,27,divorciado,1,46109.62677,29633.32773,2,0,,,,
15000,0.2,80,18,16/01/2023,44,union libre,1,27865.43856,19258.53845,1,1,23832.62225,0,154,640
50000,0.3,120,6,28/05/2023,34,divorciado,1,19813.27231,11693.93417,0,0,,,,
15000,0.3,60,24,28/05/2023,52,soltero,1,15647.95679,11707.48033,2,0,,,,
50000,0.4,80,6,19/01/2023,49,union libre,1,11482.86844,4288.10091,2,0,56925.8052,1,4,615
15000,0.1,80,6,04/11/2022,34,casado,1,39977.58175,20983.95348,3,0,85963.11146,1,1,594
45000,0.2,60,6,13/08/2022,51,casado,1,24799.38176,18601.84208,1,1,,,,
50000,0.1,60,24,30/06/2023,45,casado,0,35184.38047,28721.65852,0,1,,,,
15000,0.3,60,24,12/12/2022,22,divorciado,1,30109.0475,13669.66181,3,0,21918.46695,2,23,495
50000,0.3,80,12,24/05/2023,39,casado,0,5000,4311.819944,0,0,,,,
34000,0.2,80,12,15/05/2023,42,divorciado,0,19276.36622,15174.49149,2,0,,,,
15000,0.1,60,6,28/10/2022,43,soltero,0,38979.62796,12200.18121,0,0,93416.43544,4,30,595
45000,0.3,120,6,01/07/2023,41,soltero,0,14440.43175,5432.250187,2,0,52818.10294,3,28,500
15000,0.1,80,12,15/01/2023,36,union libre,0,28472.42964,14550.0711,3,0,53544.73442,1,47,701
15000,0.1,60,18,24/07/2022,58,union libre,1,5000,4445.924532,1,0,101488.7227,1,55,423
15000,0.3,60,6,16/02/2023,40,divorciado,0,19547.66347,14020.2289,1,1,,,,
22000,0.3,60,12,15/05/2023,48,divorciado,0,12721.46981,6664.89221,4,0,,,,
15000,0.3,60,12,15/08/2022,18,soltero,0,30244.21784,17351.54838,0,0,,,,
60000,0.1,60,24,13/11/2022,18,casado,0,8053.89379,3221.556996,1,0,,,,
45000,0.1,120,24,19/01/2023,43,casado,1,18594.47133,10869.94396,4,0,,,,
45000,0.1,120,6,24/05/2023,22,soltero,0,42766.84529,20279.69041,2,0,,,,
34000,0.3,60,18,14/12/2022,37,casado,0,45732.31828,15977.32354,1,0,74875.80975,0,107,533
34000,0.2,120,12,14/05/2023,46,divorciado,1,23466.79348,19738.26265,2,1,99166.39121,2,75,626
15000,0.3,80,12,19/07/2022,59,divorciado,0,51231.25803,17461.77176,1,0,24622.7103,0,1,611
34000,0.2,120,24,16/07/2022,44,divorciado,0,10205.95398,6520.986775,0,0,28886.42397,1,15,479
60000,0.2,80,24,04/08/2022,41,casado,1,28629.59216,21589.47744,0,0,90494.38599,1,44,615
22000,0.3,60,6,08/07/2022,50,union libre,0,31132.33969,12129.23199,1,0,6251.27325,4,18,571
45000,0.3,120,18,03/12/2022,44,viudo,0,59277.87828,24811.27956,1,0,91255.27218,4,33,587
15000,0.1,80,18,16/02/2023,34,soltero,0,26438.04712,13572.06092,1,0,,,,
45000,0.2,60,6,30/05/2023,52,union libre,0,42019.6565,18793.5008,1,1,,,,
50000,0.1,60,18,06/10/2022,35,divorciado,1,36168.0622,27279.79756,0,0,101272.1588,1,78,616
15000,0.2,120,12,09/06/2023,43,soltero,0,31954.46549,14989.09483,0,0,28599.87403,1,6,613
22000,0.3,60,24,16/07/2022,26,soltero,0,8164.164158,8164.164158,1,0,,,,
34000,0.3,120,18,30/03/2023,51,union libre,0,5494.729067,5494.729067,1,1,,,,
60000,0.3,80,18,19/03/2023,42,soltero,0,5000,3738.360334,1,0,,,,
15000,0.1,80,24,10/01/2023,60,soltero,0,23112.49578,7669.468997,1,0,,,,
50000,0.4,80,6,25/03/2023,21,soltero,0,8679.609539,3369.027155,1,0,,,,
15000,0.1,80,12,25/09/2022,43,divorciado,0,30002.28069,15948.40345,0,0,89934.84121,3,38,545
45000,0.1,80,12,05/06/2023,49,casado,0,6567.614246,4176.886572,3,0,,,,
50000,0.2,120,6,22/05/2023,44,casado,0,35883.60674,10978.79356,0,0,16338.43858,1,64,665
60000,0.4,60,12,08/11/2022,42,soltero,1,47065.38752,33096.99706,4,1,60341.77527,0,81,525
50000,0.1,80,12,19/06/2023,28,divorciado,0,40934.45828,23476.8537,4,0,69430.80313,0,27,620
15000,0.1,120,24,21/02/2023,32,union libre,0,22754.72234,13269.5646,2,0,16065.06601,1,30,666
50000,0.2,120,12,03/10/2022,54,divorciado,0,41457.68318,23575.66653,1,0,,,,
60000,0.3,80,6,19/08/2022,39,casado,0,30145.15443,17112.58859,2,0,8034.149343,0,12,519
60000,0.3,120,12,29/06/2023,57,divorciado,1,5433.320777,5433.320777,3,1,,,,
34000,0.2,60,18,29/12/2022,38,casado,0,24548.6813,10840.44876,2,1,21341.5189,0,5,537
22000,0.2,80,6,10/12/2022,25,union libre,0,36643.53071,19927.07186,0,0,,,,
15000,0.1,60,12,22/07/2022,51,casado,0,6650.288774,4249.017458,0,0,,,,
50000,0.1,120,24,10/08/2022,51,casado,1,11056.02215,9243.170044,0,1,,,,
34000,0.1,80,6,14/07/2022,67,divorciado,1,35621.08212,25044.02382,0,1,,,,
34000,0.2,80,24,01/07/2022,27,union libre,0,22310.16245,15735.28136,0,0,,,,
22000,0.1,120,12,20/11/2022,49,casado,0,10622.99293,4641.607381,1,0,14396.32493,1,2,696
45000,0.4,120,12,27/08/2022,31,soltero,0,5000,5000,1,1,,,,
22000,0.1,60,24,15/12/2022,41,soltero,0,32581.702,15458.76084,2,1,71360.75494,1,43,532
50000,0.1,80,6,21/06/2023,51,casado,0,37243.05902,14723.77776,0,0,20339.46066,3,3,591
34000,0.2,80,18,22/09/2022,18,divorciado,1,46268.69748,32526.8933,0,0,,,,
50000,0.1,80,6,16/09/2022,49,union libre,0,31812.74296,30258.69146,2,1,112353.0643,0,38,526
22000,0.4,60,24,27/01/2023,33,soltero,0,41536.33709,24209.85237,1,0,,,,
50000,0.3,60,12,07/05/2023,31,casado,0,5000,3784.866762,2,0,5017.128762,2,38,610
34000,0.2,80,24,28/02/2023,54,divorciado,0,31760.92499,23973.21516,1,0,66816.81218,2,21,412
34000,0.2,60,24,08/10/2022,62,divorciado,1,8030.18827,5951.490397,2,0,,,,
15000,0.1,120,18,09/11/2022,38,union libre,1,8376.842643,4524.101846,2,0,68175.56713,1,45,750
34000,0.3,120,18,01/03/2023,56,casado,0,32846.65243,15797.21952,2,0,87515.17959,2,47,644
22000,0.2,80,18,19/10/2022,47,soltero,1,18921.80289,8850.671685,0,0,,,,
22000,0.2,120,24,18/10/2022,40,casado,0,43271.55815,22551.74964,3,0,,,,
60000,0.2,60,18,07/05/2023,26,union libre,0,21983.52961,12764.84544,1,1,,,,
15000,0.4,80,24,26/03/2023,60,soltero,1,11344.42157,9334.032292,0,1,80003.90576,0,50,459
45000,0.3,80,24,26/12/2022,43,divorciado,0,5000,3238.926589,2,0,89524.54985,1,22,750
22000,0.1,80,18,12/02/2023,50,divorciado,1,41413.34119,21085.72859,1,0,87945.46014,3,32,422
15000,0.1,80,12,02/02/2023,35,soltero,0,5000,5000,0,1,,,,
60000,0.2,60,6,24/11/2022,45,union libre,1,8637.633324,6321.048852,2,1,106662.6033,1,62,503
60000,0.2,60,12,18/07/2022,37,divorciado,1,14538.62713,5717.484535,1,0,32939.83076,0,32,611
45000,0.4,60,6,06/05/2023,28,soltero,0,14202.44193,14056.73526,2,1,52020.20549,2,62,558
45000,0.4,60,18,10/01/2023,30,casado,1,9826.695221,8673.511257,2,1,29106.82471,0,63,541
15000,0.3,60,18,28/10/2022,32,soltero,0,46173.23292,15972.76063,0,0,,,,
60000,0.3,60,12,15/04/2023,46,union libre,0,34722.03642,22791.51067,2,0,,,,
22000,0.2,120,24,15/03/2023,43,divorciado,1,5000,5000,1,1,,,,
34000,0.1,60,18,07/10/2022,27,soltero,0,41698.12079,23433.10267,1,0,36224.64833,2,75,548
50000,0.4,80,6,01/08/2022,42,divorciado,1,24449.7052,23326.89677,0,1,89117.83282,0,118,571
45000,0.1,120,24,01/12/2022,34,casado,0,19072.12194,11616.83731,1,0,,,,
15000,0.3,60,6,20/06/2023,35,casado,0,12834.69927,9605.028124,2,0,,,,
34000,0.3,60,24,10/05/2023,65,union libre,0,35980.04629,27228.78046,4,0,8812.540649,3,2,610
15000,0.2,60,24,23/02/2023,52,union libre,0,39879.93429,13986.26447,1,1,88447.95706,1,1,553
50000,0.1,60,24,09/06/2023,52,divorciado,1,14948.08997,4546.92687,0,1,47410.78826,3,2,646
15000,0.4,60,18,02/05/2023,59,divorciado,0,35380.39616,21281.07669,1,0,,,,
45000,0.1,120,12,16/07/2022,28,union libre,0,21394.68525,14647.71059,0,0,89978.88266,1,18,646
50000,0.3,60,24,15/07/2022,34,soltero,0,28176.91531,22124.72441,1,1,,,,
34000,0.1,80,18,10/02/2023,26,soltero,1,6302.774052,4372.530737,4,0,,,,
15000,0.3,120,24,10/07/2022,56,divorciado,1,19000.26783,9949.375851,0,0,23006.40594,2,6,723
60000,0.3,60,24,01/07/2023,33,divorciado,0,26873.89181,18139.39483,1,0,,,,
34000,0.4,60,6,13/01/2023,24,soltero,1,15132.16902,9977.974635,1,0,64093.14552,1,7,597
45000,0.3,120,12,02/03/2023,34,soltero,0,29525.20336,13490.34961,0,0,,,,
34000,0.2,60,18,23/12/2022,37,divorciado,0,24797.98715,9531.361287,1,0,51733.83694,0,28,646
34000,0.4,60,18,05/08/2022,57,casado,0,16729.88162,12124.09527,4,0,35127.25238,2,79,413
50000,0.1,80,18,26/04/2023,43,divorciado,0,23940.30538,15286.91911,0,1,23783.53072,0,60,543
50000,0.1,60,12,22/07/2022,30,union libre,1,10641.25252,6214.335528,2,0,54684.45607,2,17,650
50000,0.1,120,12,04/07/2022,48,casado,1,29655.30541,12057.5439,0,0,57762.01939,2,34,636
15000,0.3,120,24,31/12/2022,32,divorciado,0,28116.66997,12324.56721,2,0,,,,
60000,0.2,80,24,05/10/2022,51,casado,1,5000,4989.215679,0,0,,,,
50000,0.4,80,12,05/10/2022,48,casado,0,48735.79221,38077.81942,0,0,,,,
60000,0.2,120,24,08/05/2023,32,casado,0,34723.65371,26821.16823,0,1,69458.6185,1,30,686
22000,0.4,60,24,24/12/2022,44,union libre,0,32609.86007,23060.94774,0,1,104542.6118,1,76,543
34000,0.3,120,12,18/09/2022,47,soltero,0,17869.52877,13282.05865,4,0,90053.53897,2,12,629
50000,0.3,60,18,13/11/2022,29,soltero,1,5000,1573.628001,1,0,,,,
45000,0.2,120,18,21/08/2022,35,divorciado,0,56159.70024,41028.93258,2,0,,,,
60000,0.1,60,6,15/09/2022,46,soltero,0,32529.86243,17503.51912,4,1,24390.12811,0,80,506
60000,0.2,60,6,12/11/2022,69,divorciado,1,15754.59466,13640.70159,0,1,,,,
22000,0.4,80,6,17/06/2023,47,divorciado,0,34808.93312,10539.8475,3,0,62864.46836,4,76,686
34000,0.2,120,24,07/12/2022,45,soltero,0,35985.6854,26423.58319,2,0,94925.397,0,103,454
50000,0.4,120,24,06/11/2022,46,divorciado,0,14044.34207,8391.351294,1,1,31430.4165,1,56,570
34000,0.1,120,12,14/07/2022,27,divorciado,0,14568.4387,6120.422524,3,0,,,,
22000,0.4,120,24,13/07/2022,53,union libre,0,5000,5000,0,1,51094.84535,0,46,407
45000,0.1,60,6,26/08/2022,46,soltero,0,21685.44725,12082.4011,0,0,,,,
50000,0.1,120,6,23/04/2023,43,casado,0,11800.41809,6044.20812,0,0,57589.579,4,0,580
34000,0.4,120,6,08/11/2022,41,divorciado,0,7068.342384,3286.800524,3,0,9700.532528,3,4,520
34000,0.1,60,6,02/05/2023,44,casado,0,20362.37577,11550.59,0,0,93441.73229,4,55,700
34000,0.4,60,12,10/06/2023,44,divorciado,1,19582.03821,16419.1815,4,1,,,,
22000,0.1,60,6,02/01/2023,40,casado,0,29254.8712,23144.62954,0,1,,,,
15000,0.4,120,24,31/10/2022,25,casado,0,22705.91349,9666.561764,2,1,,,,
45000,0.1,60,24,12/02/2023,36,casado,1,37264.97023,13164.00469,2,0,95577.51135,1,0,555
15000,0.1,120,6,13/12/2022,64,soltero,1,31415.33921,17002.6122,4,0,,,,
45000,0.4,60,18,12/07/2022,43,union libre,0,30737.29754,11427.42451,1,0,94492.33274,1,18,510
34000,0.1,80,18,01/12/2022,39,divorciado,0,47429.84339,34012.89408,1,0,,,,
15000,0.2,120,6,14/04/2023,62,casado,1,38248.6621,21058.27672,3,1,15540.9368,0,20,733
60000,0.3,60,6,15/01/2023,23,casado,0,15674.94159,9561.419545,4,0,,,,
34000,0.2,120,12,26/07/2022,26,soltero,0,17299.03096,6492.434907,0,0,,,,
50000,0.4,60,24,14/06/2023,60,divorciado,0,16541.28131,11162.12954,2,0,17346.54169,2,71,624
15000,0.3,120,12,18/01/2023,40,casado,0,27136.20332,21350.518,0,0,,,,
45000,0.2,60,6,27/07/2022,51,soltero,0,14621.95787,10599.29577,2,1,,,,
50000,0.3,120,18,13/03/2023,25,casado,0,38920.81502,30406.05587,2,0,,,,
45000,0.2,120,18,12/08/2022,57,casado,1,12543.90527,5565.909276,2,1,64511.53559,1,55,546
45000,0.2,80,18,18/04/2023,46,soltero,0,33715.02699,10716.70423,1,0,,,,
34000,0.4,120,18,25/06/2023,26,union libre,0,12482.14972,9736.157358,0,0,,,,
