credito_id,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_inicio,max_atraso_dias,supera_90_dias,credito_vigente,edad,estado_civil,estado_civil_binario,vivienda_no_propia,tipo_vivienda_binario,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
4611,45000,0.3,120,12,03/07/2022,30,0,0,56,casado,0,1,1,50212.90786814476,38777.2092,1,0,11439.52195628047,0,24,502
4612,22000,0.1,120,24,18/10/2022,31,1,1,57,casado,1,1,1,22559.567850025644,10542.929479276096,1,0,54098.69532606963,0,44,661
4613,50000,0.4,120,6,06/09/2022,60,0,0,40,divorciado,0,1,1,12121.790176741662,8100.696575501703,0,0,83160.79575427395,1,27,474
4614,15000,0.1,60,18,29/06/2023,28,1,1,43,soltero,1,0,1,34019.034997609546,20170.016608638845,3,1,,,,
4615,60000,0.4,120,18,20/10/2022,118,1,0,55,divorciado,1,1,1,5000,5000,1,1,,,,
4616,45000,0.1,60,12,16/05/2023,93,0,0,48,casado,1,0,1,19948.53450944263,12559.799448450414,2,0,96864.07263286522,3,0,698
4617,22000,0.4,120,24,05/04/2023,29,0,1,47,casado,0,0,0,22501.95502,14936.807027182778,0,0,,,,
4618,45000,0.4,60,12,04/08/2022,33,0,0,36,casado,1,1,1,27228.44113,20856.567682570385,1,0,49543.53096231944,2,6,549
4619,15000,0.2,80,12,04/09/2022,171,0,0,43,divorciado,1,1,1,49392.05368296099,21161.66703333694,4,0,99290.31935444515,3,37,631
4620,15000,0.3,60,6,04/09/2022,108,0,0,45,divorciado,0,0,0,39779.33883457394,25818.389588752594,1,0,17479.45781952862,1,9,605
4621,34000,0.3,60,24,16/12/2022,44,0,1,27,divorciado,1,0,0,13499.796960503092,6360.333608671258,0,0,29283.322310408264,0,115,735
4622,22000,0.2,120,6,12/04/2023,33,0,0,42,casado,1,0,1,52689.49352526599,34712.09506091951,0,1,,,,
4623,15000,0.3,60,24,19/02/2023,49,1,1,26,divorciado,1,1,1,26880.35936617008,13641.174078084832,3,0,,,,
4624,34000,0.3,80,6,15/08/2022,35,0,0,45,divorciado,1,0,1,36248.907642218226,19167.381106448967,0,1,19067.83420461532,0,13,705
4625,34000,0.3,120,18,29/07/2022,113,0,0,47,casado,0,0,0,5000,1959.0743191908086,4,0,36238.14470577808,2,222,622
4626,60000,0.2,80,24,29/11/2022,45,0,1,48,casado,1,0,0,17338.787854025624,8118.421257365292,0,0,25925.061806946196,0,48,594
4627,15000,0.1,60,24,11/11/2022,168,0,1,35,divorciado,0,0,0,30135.576626695143,19823.62541045943,1,0,85740.12427869141,1,27,451
4628,60000,0.1,120,18,07/06/2023,41,0,1,43,soltero,0,0,0,54831.39303264793,22846.86656515733,1,0,,,,
4629,34000,0.2,120,18,18/07/2022,60,0,0,57,divorciado,0,0,0,49882.028548759365,32046.30778602018,0,0,27784.53546730252,0,68,689
4630,50000,0.1,120,18,18/09/2022,36,0,0,56,divorciado,0,0,0,15518.534929823732,8503.693091161862,1,0,46317.989346461145,3,180,532
4631,34000,0.2,60,18,24/12/2022,47,1,0,49,union libre,1,0,1,5000,3585.0913926415324,2,1,,,,
4632,22000,0.3,60,18,31/01/2023,59,0,1,41,divorciado,1,0,0,27263.794258243848,13450.520446717677,2,0,,,,
4633,15000,0.4,120,18,01/09/2022,39,0,0,53,casado,0,0,0,32105.735085174405,23584.97256886841,1,0,88942.77137413043,0,14,577
4634,45000,0.3,60,12,12/07/2022,40,0,0,21,soltero,1,0,0,11381.775991920342,9044.476493268538,3,0,53547.251501167775,3,14,660
4635,34000,0.3,120,12,19/11/2022,124,1,0,50,casado,1,0,1,5000,5000,2,1,,,,
4636,34000,0.1,60,18,08/07/2022,18,0,0,56,casado,0,0,0,61742.15361116396,20216.688125487275,0,0,42691.72668105271,1,21,519
4637,50000,0.3,80,18,17/04/2023,35,0,1,51,casado,1,0,1,24389.66411848857,8904.517279376356,1,0,90658.68999208476,2,49,381
4638,15000,0.4,80,24,05/04/2023,17,0,1,44,divorciado,0,0,1,25487.608457887734,17690.29162802687,0,0,,,,
4639,60000,0.4,60,12,09/09/2022,125,0,0,21,soltero,1,0,0,72394.58966769357,45456.094936780326,0,0,,,,
4640,50000,0.4,120,12,25/09/2022,159,0,0,39,union libre,1,0,1,24919.08429,11026.844302647374,2,0,23310.18985220254,1,101,571
4641,45000,0.1,80,24,16/01/2023,47,0,1,32,divorciado,1,0,0,14830.300141980255,7350.627608,1,0,,,,
4642,45000,0.3,120,18,05/02/2023,27,0,0,43,divorciado,1,0,0,19362.40309,13661.629800195647,2,0,26399.298718035694,2,9,411
4643,22000,0.3,80,12,13/12/2022,126,0,0,30,casado,0,0,1,34373.737908118725,17412.187894418912,2,0,82629.81665,0,3,443
4644,22000,0.1,60,18,01/07/2023,42,1,1,40,casado,1,1,1,12080.694874740562,11013.341245769427,0,0,,,,
4645,22000,0.2,60,18,25/05/2023,31,0,1,18,soltero,1,1,1,28047.799759298476,12554.27513,1,0,62516.11934104455,1,0,686
4646,15000,0.2,120,12,15/08/2022,177,0,0,54,divorciado,0,0,1,29355.651678328406,19445.356849446955,2,0,19809.080046631512,0,13,568
4647,22000,0.4,120,18,21/01/2023,20,0,0,35,casado,0,0,0,77217.99166986783,41172.53443924189,0,0,31439.945616965873,0,56,582
4648,45000,0.4,60,24,29/05/2023,152,1,1,50,union libre,1,1,1,29163.68545887353,18916.376004659043,3,1,110039.38241621651,0,37,532
4649,45000,0.2,60,18,21/02/2023,28,0,1,39,soltero,1,0,0,15734.171032654045,9430.535906113208,1,0,24991.80265430546,2,11,421
4650,22000,0.3,80,12,28/09/2022,177,1,0,38,casado,0,0,1,14030.928435342968,11851.269177253835,2,0,100008.64363179918,0,99,385
4651,34000,0.3,120,24,22/03/2023,33,1,1,29,divorciado,1,1,1,32241.51395540939,21614.91323041307,4,0,85424.30163288719,0,24,553
4652,15000,0.2,80,12,31/08/2022,43,0,0,27,divorciado,1,1,1,46242.79431265245,20016.392840689536,1,0,52763.405423159944,2,8,569
4653,15000,0.2,60,6,07/08/2022,116,0,0,31,divorciado,1,0,1,5933.805244333307,4704.808491554714,0,0,21525.185326367427,5,37,414
4654,34000,0.4,120,12,21/12/2022,77,0,0,44,divorciado,0,0,1,8743.326394008818,6582.916262023621,0,0,68992.03756,2,40,613
4655,60000,0.4,60,18,14/03/2023,49,0,0,30,casado,0,0,0,37049.49344135433,20884.481338878846,0,0,89207.74455808493,0,13,621
4656,60000,0.4,120,6,16/10/2022,18,1,0,73,casado,1,1,1,5000,4288.573531391224,2,0,,,,
4657,45000,0.3,120,18,27/12/2022,0,0,0,52,casado,0,0,0,18326.858020201536,7041.435160305468,0,1,,,,
4658,34000,0.1,120,18,18/11/2022,167,0,0,49,divorciado,0,0,1,32806.18524803496,23849.033942506954,0,0,75305.80759333345,3,37,635
4659,60000,0.1,120,24,16/04/2023,153,1,1,48,soltero,1,0,0,23800.423140755993,20483.98754413813,2,1,,,,
4660,60000,0.1,80,12,10/07/2022,110,0,0,58,casado,0,1,1,26416.05328158178,10055.16639864301,1,0,52793.30625716101,1,16,691
4661,34000,0.2,60,24,13/01/2023,54,0,1,37,divorciado,1,0,0,5000,3336.296641,2,0,,,,
4662,50000,0.1,120,6,01/03/2023,70,0,0,39,casado,1,0,0,22071.394764481178,13496.915135907411,1,0,,,,
4663,34000,0.2,80,12,30/11/2022,49,0,0,42,union libre,0,0,0,12593.92095629658,5688.579452335399,1,0,,,,
4664,34000,0.2,80,6,07/07/2022,127,0,0,48,soltero,0,0,0,38425.872863170865,19906.358275192415,1,0,12821.514017530542,1,47,530
4665,60000,0.2,80,6,17/09/2022,0,0,0,47,soltero,0,0,1,60757.454859394005,38801.81978852618,1,0,78693.77633859025,3,7,482
4666,22000,0.1,120,6,20/06/2023,0,0,0,34,soltero,0,0,0,34318.78276200033,12033.81105883825,3,0,,,,
4667,15000,0.3,120,24,08/09/2022,38,1,1,41,divorciado,1,0,1,30544.201782999095,13816.338987910198,0,0,93705.66381573968,3,58,441
4668,22000,0.3,80,12,11/10/2022,23,0,0,47,casado,1,0,0,42195.01224767482,13361.366505765083,0,0,98310.97099171969,3,3,693
4669,50000,0.2,120,24,09/06/2023,56,0,1,48,divorciado,1,0,1,50220.693657216936,37720.80633166228,1,0,,,,
4670,15000,0.1,80,6,05/06/2023,0,0,0,35,union libre,0,0,0,21272.171141614494,12485.660323143302,0,0,,,,
4671,34000,0.2,60,24,12/10/2022,120,0,1,20,soltero,1,1,1,29205.933587720257,16405.37354042621,2,0,97864.22932494775,1,61,702
4672,34000,0.1,80,24,11/12/2022,33,0,1,37,casado,0,0,1,44226.95905684698,28885.52567,1,0,,,,
4673,34000,0.3,80,12,20/04/2023,64,0,0,47,union libre,0,1,1,15874.535608735834,12607.161092519238,0,0,28367.046469427823,3,4,750
4674,60000,0.1,60,12,27/04/2023,156,1,0,71,casado,1,0,1,5000,5000,1,1,,,,
4675,60000,0.3,60,12,16/02/2023,38,0,0,25,union libre,1,0,0,23024.04856929864,8439.534277035675,0,1,80356.16272928311,0,11,555
4676,34000,0.2,80,18,05/06/2023,31,0,1,34,divorciado,1,0,0,48845.88613508754,21853.426351054317,0,0,,,,
4677,22000,0.3,60,12,25/07/2022,32,1,0,44,soltero,1,1,1,18548.57308,18548.57308,1,0,68884.92781941558,0,54,612
4678,15000,0.4,60,12,05/04/2023,47,0,0,56,soltero,0,0,0,23006.17375335885,11634.91928574352,3,0,73582.60735323525,0,45,573
4679,22000,0.3,80,6,17/04/2023,107,0,0,39,soltero,0,0,1,45236.02252538249,31518.125370071142,1,1,16829.467588717875,2,18,707
4680,60000,0.3,60,18,05/10/2022,30,0,0,29,soltero,0,0,1,38302.20776799442,15376.960601009669,1,0,,,,
4681,22000,0.2,80,24,11/04/2023,38,1,1,53,casado,1,0,1,6554.701474239242,5633.128602636978,2,0,,,,
4682,22000,0.3,80,24,03/07/2022,121,1,0,46,casado,0,1,1,14953.542817600417,6924.130927834726,0,1,48214.58420865278,2,47,594
4683,15000,0.3,120,12,13/11/2022,29,0,0,25,union libre,1,0,0,14637.796129274355,7413.300139658996,1,0,72933.07231086004,2,7,533
4684,34000,0.3,120,24,06/03/2023,126,1,1,36,union libre,1,1,1,24596.786011274646,12744.682510139668,1,0,51858.94887996928,1,33,666
4685,60000,0.4,80,12,27/03/2023,31,0,0,60,union libre,0,1,1,39545.049394978494,22727.164616943544,2,0,7634.838917023362,4,23,502
4686,60000,0.2,120,12,02/06/2023,150,0,0,44,union libre,0,0,0,5000,3451.015532687982,0,1,96078.10393,1,34,685
4687,22000,0.2,120,18,05/04/2023,26,1,1,47,soltero,1,0,1,9085.388645719117,9085.388645719117,1,1,28915.563772013287,0,38,553
4688,45000,0.1,80,18,18/02/2023,54,1,0,45,union libre,1,0,0,41910.93614,22822.339180878513,1,0,19684.63421136642,2,39,403
4689,22000,0.2,60,24,20/11/2022,70,0,1,43,soltero,0,1,1,24966.84230980119,16766.878624035497,1,0,,,,
4690,50000,0.1,80,18,28/06/2023,113,0,1,43,casado,0,0,0,54880.67439752031,40765.154674913196,1,0,,,,
4691,34000,0.2,120,18,29/07/2022,34,0,0,43,divorciado,1,0,0,10874.105475122862,3941.057882443038,2,0,70349.26923,1,41,535
4692,22000,0.1,120,18,28/12/2022,38,0,0,41,casado,1,0,0,22023.09234901993,13058.947489620066,1,0,93357.22510344419,2,1,352
4693,34000,0.4,120,18,25/11/2022,137,0,0,50,casado,0,0,0,33264.833427335936,20155.932797530026,0,0,43587.728637051114,1,27,426
4694,60000,0.3,60,24,05/11/2022,38,0,1,40,union libre,1,0,0,25221.15859404633,11001.281510129083,0,0,11493.388998998964,3,27,466
4695,60000,0.2,80,24,15/08/2022,46,0,0,28,casado,0,1,1,48981.76361,15245.93049997008,3,0,25737.784657390774,1,146,659
4696,34000,0.1,120,24,25/07/2022,35,0,0,32,soltero,1,1,1,28224.754506245088,12090.115174639757,2,0,95090.79083278097,2,33,585
4697,45000,0.4,80,18,29/01/2023,111,0,0,18,union libre,0,0,0,40681.300362348426,24098.272203425266,2,0,49211.67360192327,0,36,497
4698,60000,0.4,80,6,30/05/2023,0,0,0,64,soltero,1,1,1,13619.701777348811,5423.656112907109,4,0,,,,
4699,60000,0.1,120,24,07/01/2023,29,1,1,61,divorciado,1,1,1,18019.96753692381,9836.965665292195,2,0,,,,
4700,34000,0.4,60,24,03/06/2023,21,0,1,30,casado,0,1,1,25293.23997710766,16540.798327268894,2,0,92211.60542037709,1,11,745
4701,15000,0.1,80,6,06/01/2023,0,1,0,45,soltero,1,1,1,5000,5000,2,1,,,,
4702,50000,0.3,80,6,11/03/2023,100,1,0,45,union libre,1,0,1,19643.33652957822,8651.587405270384,0,1,63883.76096568369,0,34,432
4703,45000,0.3,60,24,16/01/2023,69,0,1,58,divorciado,0,0,0,50432.75981474627,25195.346526982248,4,1,,,,
4704,45000,0.2,120,6,21/12/2022,0,0,0,22,casado,1,0,0,21071.116191456793,16854.45886915604,1,1,,,,
4705,22000,0.3,80,18,08/03/2023,30,0,0,41,casado,0,1,1,36341.65888051786,15646.020651414352,0,0,,,,
4706,45000,0.1,120,18,05/11/2022,38,0,0,38,union libre,1,0,1,26773.565175522042,11583.001029003459,0,0,94521.30698600598,0,8,486
4707,22000,0.3,60,12,23/02/2023,154,0,0,49,casado,1,0,1,31607.418713113235,12167.061134838623,3,0,,,,
4708,22000,0.4,60,6,11/05/2023,33,1,0,52,soltero,1,1,1,36546.918398688766,17147.830149413727,0,0,34783.425281304684,1,77,527
4709,45000,0.4,60,18,25/09/2022,127,0,0,18,union libre,0,1,1,51626.76087894103,30324.35394356356,0,0,,,,
4710,50000,0.4,80,6,24/06/2023,38,0,0,36,divorciado,0,0,0,48628.15973424042,38041.86119815041,1,1,,,,
4711,45000,0.2,60,24,27/04/2023,27,0,1,28,soltero,1,0,1,18756.335778662044,11325.969022523297,3,0,45739.955720925595,3,1,620
4712,50000,0.4,60,18,13/04/2023,0,0,1,40,divorciado,0,0,0,9835.702684086751,4966.280336942495,1,1,22382.316168369973,0,14,662
4713,15000,0.2,80,6,24/06/2023,101,1,0,68,casado,1,1,1,5000,5000,3,0,44160.67096,2,36,487
4714,50000,0.1,60,18,21/03/2023,40,0,1,19,soltero,1,0,0,39495.335947429616,12327.005509904095,3,0,98853.19207,1,18,584
4715,45000,0.2,60,18,02/06/2023,18,0,1,30,casado,0,1,1,22105.584865807978,6659.774998259606,3,0,93284.83361183552,3,1,472
4716,34000,0.3,80,18,09/01/2023,52,0,0,33,soltero,0,0,1,45934.79377663108,32089.898723272225,1,0,35633.08127950755,2,15,506
4717,45000,0.2,60,12,24/07/2022,39,0,0,35,soltero,1,0,1,14480.044949272835,7892.787697571335,2,0,37599.990780458436,0,97,507
4718,60000,0.3,60,12,29/12/2022,8,0,0,48,viudo,0,0,0,36693.01048941228,11617.179817210223,0,0,,,,
4719,15000,0.2,80,18,31/01/2023,35,0,0,37,casado,0,0,0,5000,2215.0676119759096,0,1,,,,
4720,45000,0.3,60,6,17/04/2023,50,0,0,44,casado,1,1,1,37569.500826594114,17971.030413537224,1,1,14337.162800875303,2,49,709
4721,34000,0.2,60,18,19/09/2022,134,0,0,32,casado,1,0,0,35869.49271508024,24808.935381064126,0,0,60488.17235683931,1,15,509
4722,34000,0.3,80,24,28/07/2022,54,1,1,55,casado,1,0,1,5000,4297.966757998502,1,0,27778.73943049686,0,50,499
4723,34000,0.3,120,12,27/01/2023,37,1,0,62,union libre,1,0,1,17587.62814184305,13443.247426120328,0,1,,,,
4724,34000,0.3,60,24,27/01/2023,54,0,1,31,divorciado,0,0,0,61040.15918031246,37653.66142560148,0,0,,,,
4725,34000,0.1,80,12,15/04/2023,27,1,0,55,casado,1,1,1,34094.27911985092,14409.161271217024,3,0,,,,
4726,50000,0.1,80,18,17/05/2023,23,1,1,45,union libre,1,1,1,64665.40801023271,53324.94754,2,1,27117.359350889616,1,40,444
4727,60000,0.4,60,18,16/02/2023,172,0,0,52,casado,0,0,1,32298.21477955806,12619.446027191001,2,1,77903.83284,1,9,504
4728,22000,0.4,80,12,11/07/2022,95,0,0,37,soltero,0,0,1,38672.12285386137,16931.033631809787,1,0,12318.447952432816,1,68,470
4729,60000,0.2,120,6,24/02/2023,0,0,0,44,divorciado,0,0,1,22857.25363755784,16106.295529903797,1,0,,,,
4730,22000,0.2,60,6,16/11/2022,17,1,0,47,union libre,1,0,1,25540.393797217585,14917.41058276727,1,1,,,,
4731,22000,0.2,80,6,08/03/2023,25,1,0,46,union libre,1,1,1,5000,5000,1,0,,,,
4732,45000,0.4,80,24,22/05/2023,40,1,1,49,union libre,1,1,1,37309.30001062095,29094.898435503223,1,0,,,,
4733,22000,0.1,120,12,04/11/2022,38,0,0,46,divorciado,0,0,1,17916.431118547593,11083.751755727937,0,0,,,,
4734,34000,0.4,120,12,31/08/2022,37,0,0,25,soltero,1,0,1,54993.27609310216,24804.18373289183,0,0,45885.64048165902,0,81,707
4735,15000,0.1,80,12,02/12/2022,42,0,0,57,union libre,0,1,1,9807.647654054505,6100.600666424729,1,0,,,,
4736,34000,0.3,80,12,07/01/2023,21,1,0,25,union libre,1,0,1,18038.736348428723,14515.980236779187,1,1,76678.15299000253,1,37,616
4737,15000,0.1,60,18,14/08/2022,19,0,0,31,soltero,0,0,0,26266.516588510392,13184.337247192165,3,0,90332.67925426472,2,34,750
4738,60000,0.2,80,6,03/08/2022,175,0,0,38,casado,0,0,0,13230.031690036521,7750.646603016482,3,1,,,,
4739,22000,0.4,120,24,21/05/2023,25,0,1,44,soltero,1,1,1,33519.440800200275,26613.22401369886,1,1,57981.186344053356,0,40,733
4740,22000,0.2,80,6,11/01/2023,25,0,0,58,casado,1,0,0,21998.469845707747,17208.994262319065,1,1,6746.023746,1,22,614
4741,22000,0.2,120,12,01/05/2023,31,0,0,18,soltero,0,0,0,51064.00332,28315.94249181419,4,1,,,,
4742,45000,0.1,120,24,06/04/2023,73,1,1,40,soltero,1,0,1,5000,5000,3,0,,,,
4743,50000,0.3,80,6,10/01/2023,59,1,0,27,divorciado,1,1,1,18589.069736478465,14238.235026971348,0,0,86581.48942,2,76,379
4744,50000,0.4,80,18,14/05/2023,13,0,1,40,soltero,1,1,1,28710.14025888693,12469.112314428628,0,0,50119.563732575625,0,47,667
4745,22000,0.4,60,24,17/05/2023,29,1,1,48,soltero,1,0,1,15243.032703143268,13012.323922745947,0,1,31887.54896919926,1,46,527
4746,15000,0.4,80,12,30/05/2023,112,1,0,72,divorciado,1,1,1,25501.18445848254,15681.447534777815,2,1,,,,
4747,45000,0.4,120,24,03/04/2023,39,1,1,53,divorciado,1,0,1,33662.56518,24691.39594609418,1,0,,,,
4748,50000,0.4,80,12,30/09/2022,28,1,0,64,divorciado,1,0,0,5000,4169.306396,1,0,47769.39458189439,0,41,481
4749,34000,0.4,120,24,04/11/2022,101,0,1,47,union libre,1,0,0,30714.40876385718,23668.450867180924,2,1,84664.63695242816,1,27,554
4750,22000,0.2,80,6,05/09/2022,35,0,0,34,casado,1,0,0,17613.236613633606,6487.596804722018,3,0,37165.714852825666,2,30,563
4751,50000,0.2,120,6,17/08/2022,132,0,0,23,divorciado,1,0,0,18752.815609041267,6267.236331372153,1,0,,,,
4752,50000,0.4,60,6,25/12/2022,43,0,0,43,union libre,0,0,0,33653.91728897192,23241.38008922627,0,0,29805.932929757728,1,36,750
4753,34000,0.3,120,18,27/05/2023,163,0,1,22,union libre,1,1,1,46500.22607796876,23280.94176178549,3,1,,,,
4754,22000,0.4,120,6,11/12/2022,26,0,0,55,union libre,1,0,0,53266.93353932565,28379.972066552633,1,0,54487.63972477038,1,15,502
4755,60000,0.4,80,18,27/09/2022,154,0,0,38,union libre,0,1,1,21272.693936674208,16314.212565714453,3,0,8397.596208301255,2,16,542
4756,22000,0.1,80,6,09/02/2023,127,0,0,54,divorciado,0,1,1,5000,2974.801794862212,0,0,90925.61189,2,6,400
4757,60000,0.1,60,18,31/07/2022,134,1,0,41,casado,1,1,1,13921.075872795387,12655.465603639426,4,0,,,,
4758,50000,0.4,80,18,16/09/2022,151,0,0,43,union libre,1,0,1,5000,1548.664816018428,1,0,99802.31137415333,2,15,532
4759,22000,0.3,60,6,13/12/2022,104,0,0,42,casado,1,1,1,36619.59713029115,23262.86286847285,0,1,,,,
4760,34000,0.3,120,12,26/05/2023,126,0,0,39,soltero,0,0,0,16512.77475651196,8160.224705493638,1,0,74253.67427028166,1,27,627
4761,22000,0.3,60,6,23/09/2022,134,0,0,34,casado,0,0,0,35135.20321838351,18625.42529792104,3,1,,,,
4762,22000,0.1,60,24,26/11/2022,33,0,1,44,soltero,1,0,0,17199.584293054337,12108.938355299684,1,0,55168.69516266309,2,5,750
4763,34000,0.1,120,24,19/10/2022,31,0,1,28,casado,0,0,0,12535.208884944212,7043.4937139143185,0,1,25761.628991823454,0,74,554
4764,22000,0.3,80,24,17/04/2023,29,1,1,31,divorciado,1,0,1,5000,5000,1,1,87743.75974896863,0,35,545
4765,22000,0.3,60,18,04/10/2022,26,0,0,54,union libre,0,0,1,35955.084354678125,25111.230981888013,3,0,,,,
4766,50000,0.3,120,18,08/07/2022,32,0,0,48,casado,1,0,0,10172.554310778229,6757.584840710042,0,0,,,,
4767,15000,0.3,120,12,17/09/2022,40,0,0,40,union libre,0,1,1,38189.10658800964,22697.440725091146,0,0,,,,
4768,22000,0.3,80,24,11/10/2022,29,1,1,64,casado,1,1,1,41899.646205454075,23956.532232843037,0,0,,,,
4769,60000,0.4,120,18,10/05/2023,41,0,1,36,union libre,1,0,1,55065.649838314275,17975.41965683061,0,0,67959.11411,1,31,685
4770,34000,0.2,120,18,16/12/2022,29,0,0,55,union libre,1,0,0,6052.9357855528615,1871.8580056521512,0,0,,,,
4771,34000,0.3,80,12,21/01/2023,103,1,0,52,divorciado,1,1,1,5000,5000,1,0,86292.97641701986,2,48,571
4772,60000,0.4,60,12,14/01/2023,26,0,0,27,casado,1,1,1,37218.42749395584,29008.719464768892,2,0,94637.06970976984,1,12,622
4773,15000,0.3,60,12,07/12/2022,0,1,0,76,soltero,1,1,1,5000,4215.0302871552285,2,1,,,,
4774,22000,0.3,60,6,27/08/2022,168,0,0,51,casado,0,0,0,39281.71853449739,25545.087804162653,2,0,16492.86949554547,0,54,510
4775,34000,0.4,80,18,23/07/2022,54,0,0,38,soltero,1,0,0,5000,2985.7865107784264,0,0,,,,
4776,34000,0.4,80,6,15/02/2023,159,0,0,48,soltero,1,0,0,28926.82405992009,16946.31284379749,2,0,37434.22670400527,4,10,704
4777,22000,0.2,60,18,08/06/2023,64,1,1,40,soltero,1,0,0,37007.68254779983,26048.498721826272,1,1,64659.02851264614,1,28,562
4778,60000,0.4,80,6,08/02/2023,143,0,0,49,union libre,1,0,1,6720.039957975689,3031.7319934824027,3,0,19404.390399248237,1,1,710
4779,45000,0.2,80,6,23/04/2023,57,1,0,27,casado,1,1,1,19085.307981563594,16879.465727725823,1,1,,,,
4780,22000,0.1,120,12,08/08/2022,55,1,0,40,union libre,0,0,1,21969.695486607387,17949.24909153169,0,0,,,,
4781,15000,0.4,120,12,23/02/2023,54,1,0,64,divorciado,1,0,1,19473.38708247301,15274.566175211807,2,1,92779.79479063151,1,62,482
4782,15000,0.1,80,6,02/11/2022,39,1,0,45,divorciado,1,1,1,5000,5000,0,1,,,,
4783,50000,0.1,60,12,27/07/2022,144,0,0,42,casado,1,0,0,8579.336709,2831.099682868477,4,1,25158.699675089854,1,18,514
4784,50000,0.4,80,18,26/05/2023,0,1,1,34,casado,1,1,1,5000,3250.978126891655,2,0,110270.52865573161,1,37,662
4785,60000,0.3,80,6,05/11/2022,0,0,0,62,soltero,0,0,1,49878.15168757314,28906.04048311408,2,0,,,,
4786,22000,0.4,80,6,20/02/2023,145,0,0,54,casado,1,1,1,42522.85716874592,30754.806144727027,2,0,,,,
4787,15000,0.2,60,24,30/01/2023,60,0,1,37,union libre,0,0,0,29634.22307715164,13564.019542987859,0,0,69957.05041014033,2,54,487
4788,50000,0.2,120,18,01/02/2023,42,0,0,35,divorciado,1,1,1,29232.765630290756,16780.424763765543,1,1,,,,
4789,45000,0.3,60,12,27/12/2022,138,0,0,52,soltero,1,0,0,36378.20220392408,11094.633775370445,2,0,,,,
4790,15000,0.1,60,6,30/07/2022,0,0,0,63,divorciado,0,1,1,44488.01465344566,35293.00961456613,0,1,94617.83932903437,3,12,530
4791,34000,0.4,120,18,12/08/2022,17,1,0,62,casado,1,1,1,5000,5000,2,1,35060.25605354859,2,42,393
4792,22000,0.4,60,6,24/06/2023,44,0,0,66,divorciado,1,0,0,5000,2403.547866,3,0,21718.29953414366,3,20,484
4793,45000,0.1,120,18,08/12/2022,27,1,0,36,union libre,1,1,1,5000,5000,0,1,,,,
4794,45000,0.4,80,24,31/07/2022,46,1,0,39,casado,1,0,0,19421.51922199442,10746.001751997785,0,0,92647.57955307505,2,37,403
4795,60000,0.4,80,6,26/04/2023,0,1,0,38,casado,1,0,0,22588.03743861065,15078.821014726922,3,1,102741.58134313549,1,67,668
4796,22000,0.1,80,6,09/06/2023,0,0,0,45,casado,0,1,1,45188.010240948366,14886.089306960237,0,0,,,,
4797,50000,0.2,80,24,18/02/2023,31,1,1,53,divorciado,1,0,1,5000,3399.4125537297796,0,0,22050.90062,1,106,614
4798,60000,0.3,80,24,19/02/2023,35,0,1,38,divorciado,1,0,0,9933.642159008334,4069.6352801742723,1,1,,,,
4799,34000,0.3,120,6,06/02/2023,145,1,0,60,soltero,1,1,1,16033.952087052607,11442.966232626688,2,0,,,,
4800,45000,0.2,60,12,13/05/2023,54,0,0,54,casado,1,0,0,33819.152415382865,26166.03575416643,4,0,,,,
4801,22000,0.3,60,6,20/03/2023,10,1,0,35,divorciado,1,0,1,10856.990099704373,10509.07952700444,1,0,,,,
4802,22000,0.4,60,12,23/10/2022,0,1,0,43,divorciado,1,1,1,5000,4688.152028150915,4,0,,,,
4803,34000,0.1,60,24,14/09/2022,50,0,0,49,union libre,1,0,0,19505.00823499921,12100.637745332602,1,0,94599.25480360785,0,27,750
4804,60000,0.1,60,6,05/05/2023,20,1,0,47,union libre,1,0,1,11189.244307898298,10566.965708037122,2,1,35193.79933921334,1,72,559
4805,15000,0.2,60,18,14/05/2023,35,0,1,30,divorciado,1,1,1,5000,3959.422165784512,0,1,,,,
4806,45000,0.1,120,12,05/02/2023,35,0,0,52,casado,0,0,0,17201.71036412634,9857.07693,1,0,49976.66918,2,10,750
4807,50000,0.4,120,12,14/02/2023,173,1,0,33,soltero,1,0,1,5000,5000,3,0,,,,
4808,15000,0.2,80,12,25/10/2022,34,0,0,36,casado,0,0,0,37530.08176403022,18430.366739284982,1,0,,,,
4809,45000,0.3,60,12,05/10/2022,107,1,0,53,union libre,1,0,1,7207.402604153776,7207.402604153776,0,0,57368.575885165505,0,54,532
4810,60000,0.4,60,18,09/09/2022,119,0,0,33,divorciado,1,0,0,10390.875802182407,5350.446022018385,1,1,37464.46538473059,2,20,505
4811,15000,0.4,120,12,02/10/2022,127,1,0,56,union libre,1,0,0,6477.782871,5040.704338646029,1,0,89363.93407151249,1,65,464
4812,34000,0.1,80,24,30/06/2023,104,0,1,33,divorciado,0,0,0,41290.71518734354,21070.93050092993,0,0,53259.59258529592,1,78,555
4813,50000,0.1,120,12,13/04/2023,0,1,0,61,soltero,0,1,1,16102.219551651386,13564.574743905228,4,1,118409.16832853595,0,102,534
4814,15000,0.3,80,6,14/09/2022,162,0,0,38,soltero,1,1,1,46532.29659408515,23404.402992360316,2,0,,,,
